CITY,SCELL,NCELL,HOATT,HOSUCC,HOSUCCRATE
sanxia,253899-1,253899-2,1051,1047,0.9962
sanxia,253899-1,253909-2,651,650,0.9985
sanxia,253899-1,253908-1,513,512,0.9981
sanxia,253899-1,259772-0,428,428,1
sanxia,253899-1,15114-128,231,229,0.9913
sanxia,253899-1,259782-2,220,219,0.9955
sanxia,253899-1,15114-130,107,107,1
sanxia,253899-1,253935-1,92,92,1
sanxia,253899-1,253891-0,62,62,1
sanxia,253899-1,259779-2,38,38,1
sanxia,253899-1,47520-16,36,36,1
sanxia,253899-1,253900-1,31,31,1
sanxia,253899-1,253908-0,24,24,1
sanxia,253899-1,253909-1,22,22,1
sanxia,253899-1,253924-2,21,21,1
sanxia,253899-1,253924-0,14,14,1
sanxia,253899-1,253914-1,8,8,1
sanxia,253899-1,253900-0,6,6,1
sanxia,253899-1,253926-0,2,2,1
sanxia,253899-1,15114-129,1,1,1
sanxia,253899-2,259772-1,18700,18695,0.9997
sanxia,253899-2,253935-1,16500,16495,0.9997
sanxia,253899-2,253899-0,8213,8197,0.9981
sanxia,253899-2,253923-0,5749,5744,0.9991
sanxia,253899-2,253907-0,5663,5661,0.9996
sanxia,253899-2,259772-0,3406,3402,0.9988
sanxia,253899-2,253923-2,2200,2200,1
sanxia,253899-2,253926-0,1146,1145,0.9991
sanxia,253899-2,253914-1,1075,1073,0.9981
sanxia,253899-2,253899-1,1058,1055,0.9972
sanxia,253899-2,259772-2,955,955,1
sanxia,253899-2,253907-3,791,784,0.9912
sanxia,253899-2,253935-2,685,685,1
sanxia,253899-2,253907-1,672,672,1
sanxia,253899-2,253891-2,636,632,0.9937
sanxia,253899-2,47507-16,217,213,0.9816
sanxia,253899-2,15113-129,175,173,0.9886
sanxia,253899-2,253907-4,175,175,1
sanxia,253899-2,253900-0,107,107,1
sanxia,253899-2,253907-2,70,70,1
sanxia,253899-2,253890-1,62,62,1
sanxia,253899-2,253909-2,34,34,1
sanxia,253899-2,253912-0,34,34,1
sanxia,253899-2,253907-5,32,31,0.9688
sanxia,253899-2,253923-1,32,32,1
sanxia,253899-2,253935-0,29,29,1
sanxia,253899-2,253902-0,24,24,1
sanxia,253899-2,253912-1,15,15,1
sanxia,253899-2,253913-1,5,5,1
sanxia,253899-2,253890-2,3,2,0.6667
sanxia,253899-2,47489-16,3,3,1
sanxia,253899-2,259753-16,3,3,1
sanxia,253899-2,253924-2,3,2,0.6667
sanxia,253899-2,47592-16,2,2,1
sanxia,253899-2,15114-129,1,1,1
sanxia,253899-2,15114-130,1,1,1
sanxia,253899-2,253933-0,1,1,1
sanxia,253900-0,253907-1,10352,10347,0.9995
sanxia,253900-0,253900-2,10051,10046,0.9995
sanxia,253900-0,253923-1,8733,8725,0.9991
sanxia,253900-0,253900-1,7171,7164,0.999
sanxia,253900-0,253923-2,4936,4933,0.9994
sanxia,253900-0,259772-1,2375,2353,0.9907
sanxia,253900-0,253926-1,1094,1082,0.989
sanxia,253900-0,253907-4,837,704,0.8411
sanxia,253900-0,15114-130,550,549,0.9982
sanxia,253900-0,253929-1,273,273,1
sanxia,253900-0,253929-0,109,107,0.9817
sanxia,253900-0,253899-2,100,100,1
sanxia,253900-0,15114-128,44,44,1
sanxia,253900-0,253924-2,30,28,0.9333
sanxia,253900-0,15114-129,27,27,1
sanxia,253900-0,253899-1,16,16,1
sanxia,253900-0,253917-2,14,14,1
sanxia,253900-0,253923-0,9,8,0.8889
sanxia,253900-0,47520-16,8,4,0.5
sanxia,253900-0,253926-0,7,6,0.8571
sanxia,253900-0,253907-0,4,4,1
sanxia,253900-0,259779-2,3,3,1
sanxia,253900-0,253935-1,2,2,1
sanxia,253900-1,253900-2,7671,7667,0.9995
sanxia,253900-1,253900-0,6965,6963,0.9997
sanxia,253900-1,259779-2,6289,6282,0.9989
sanxia,253900-1,15114-130,1867,1862,0.9973
sanxia,253900-1,124898-1,1707,1701,0.9965
sanxia,253900-1,253923-1,1417,1406,0.9922
sanxia,253900-1,253926-1,1239,1234,0.996
sanxia,253900-1,253929-0,898,893,0.9944
sanxia,253900-1,15117-130,880,876,0.9955
sanxia,253900-1,259782-2,800,797,0.9963
sanxia,253900-1,15114-129,635,633,0.9969
sanxia,253900-1,253907-4,554,465,0.8394
sanxia,253900-1,15116-130,480,477,0.9938
sanxia,253900-1,253937-0,439,438,0.9977
sanxia,253900-1,253907-1,288,287,0.9965
sanxia,253900-1,253891-1,178,176,0.9888
sanxia,253900-1,7313-144,153,137,0.8954
sanxia,253900-1,253929-1,132,131,0.9924
sanxia,253900-1,253922-0,60,59,0.9833
sanxia,253900-1,259779-1,44,43,0.9773
sanxia,253900-1,124924-0,21,19,0.9048
sanxia,253900-1,253899-1,21,21,1
sanxia,253900-1,15114-128,16,16,1
sanxia,253900-1,253917-0,11,11,1
sanxia,253900-1,253920-2,8,8,1
sanxia,253900-1,253924-2,8,8,1
sanxia,253900-1,253923-2,7,7,1
sanxia,253900-1,259779-0,7,7,1
sanxia,253900-1,15117-128,5,5,1
sanxia,253900-1,253918-2,1,1,1
sanxia,253900-1,253923-0,1,1,1
sanxia,253900-2,253929-1,12122,12115,0.9994
sanxia,253900-2,253900-0,9636,9592,0.9954
sanxia,253900-2,253900-1,7755,7743,0.9985
sanxia,253900-2,253926-1,4194,4176,0.9957
sanxia,253900-2,259779-2,3641,3627,0.9962
sanxia,253900-2,253907-1,2745,2742,0.9989
sanxia,253900-2,15117-130,1186,1170,0.9865
sanxia,253900-2,253923-2,896,895,0.9989
sanxia,253900-2,253929-0,745,737,0.9893
sanxia,253900-2,253907-4,329,280,0.8511
sanxia,253900-2,15114-129,165,164,0.9939
sanxia,253900-2,253913-1,69,69,1
sanxia,253900-2,253922-0,44,44,1
sanxia,253900-2,253919-0,37,37,1
sanxia,253900-2,15114-130,32,32,1
sanxia,253900-2,253917-0,28,28,1
sanxia,253900-2,7300-144,18,15,0.8333
sanxia,253900-2,253920-2,11,11,1
sanxia,253900-2,253924-2,8,8,1
sanxia,253900-2,259779-1,5,4,0.8
sanxia,253900-2,253923-1,3,3,1
sanxia,253900-2,253917-2,2,2,1
sanxia,253900-2,253918-2,1,0,0
sanxia,253901-0,7201-128,13913,13890,0.9983
sanxia,253901-0,5691-128,5583,5583,1
sanxia,253901-0,253904-0,3636,3625,0.997
sanxia,253901-0,124711-2,3443,3422,0.9939
sanxia,253901-0,124711-1,3251,3221,0.9908
sanxia,253901-0,253930-128,3085,3081,0.9987
sanxia,253901-0,124673-1,2207,2203,0.9982
sanxia,253901-0,253898-2,1133,1132,0.9991
sanxia,253901-0,253901-2,672,665,0.9896
sanxia,253901-0,7202-129,508,481,0.9469
sanxia,253901-0,259778-0,450,442,0.9822
sanxia,253901-0,253901-1,139,139,1
sanxia,253901-0,253930-129,115,114,0.9913
sanxia,253901-0,253898-0,59,57,0.9661
sanxia,253901-0,124711-0,57,57,1
sanxia,253901-0,124673-0,36,36,1
sanxia,253901-0,259775-0,26,22,0.8462
sanxia,253901-0,47443-0,26,26,1
sanxia,253901-0,7202-128,6,4,0.6667
sanxia,253901-0,253905-0,6,1,0.1667
sanxia,253901-0,7400-128,5,5,1
sanxia,253901-0,253898-1,2,2,1
sanxia,253901-0,253894-0,1,1,1
sanxia,253901-0,253904-1,1,1,1
sanxia,253901-0,47444-1,1,1,1
sanxia,253901-0,253927-0,1,1,1
sanxia,253901-1,253930-129,3624,3622,0.9994
sanxia,253901-1,7400-128,3435,3434,0.9997
sanxia,253901-1,253930-130,1661,1661,1
sanxia,253901-1,253904-2,1059,1059,1
sanxia,253901-1,253901-2,843,843,1
sanxia,253901-1,253930-128,431,431,1
sanxia,253901-1,253904-0,387,387,1
sanxia,253901-1,238397-0,199,198,0.995
sanxia,253901-1,253901-0,165,164,0.9939
sanxia,253901-1,7400-129,85,84,0.9882
sanxia,253901-1,253904-1,73,73,1
sanxia,253901-1,253931-0,45,44,0.9778
sanxia,253901-1,253898-2,35,35,1
sanxia,253901-1,253905-1,25,25,1
sanxia,253901-1,259775-2,23,23,1
sanxia,253901-1,253927-0,16,16,1
sanxia,253901-1,259778-0,14,14,1
sanxia,253901-1,253927-1,13,13,1
sanxia,253901-1,253927-2,9,9,1
sanxia,253901-1,253905-0,6,6,1
sanxia,253901-1,253939-0,3,3,1
sanxia,253901-1,259775-0,2,2,1
sanxia,253901-1,5641-129,1,1,1
sanxia,253901-1,238397-2,1,1,1
sanxia,253901-2,47443-0,5124,5119,0.999
sanxia,253901-2,259778-0,4158,4156,0.9995
sanxia,253901-2,124673-2,2340,2313,0.9885
sanxia,253901-2,47443-2,1918,1913,0.9974
sanxia,253901-2,253905-2,1816,1803,0.9928
sanxia,253901-2,253905-0,1240,1238,0.9984
sanxia,253901-2,253901-1,722,722,1
sanxia,253901-2,124812-1,675,669,0.9911
sanxia,253901-2,253901-0,671,671,1
sanxia,253901-2,5691-128,562,558,0.9929
sanxia,253901-2,47459-0,558,543,0.9731
sanxia,253901-2,7400-128,356,356,1
sanxia,253901-2,253905-1,344,344,1
sanxia,253901-2,47444-1,281,279,0.9929
sanxia,253901-2,253893-2,220,220,1
sanxia,253901-2,124812-0,191,188,0.9843
sanxia,253901-2,124711-2,105,102,0.9714
sanxia,253901-2,47443-1,70,70,1
sanxia,253901-2,253904-2,53,53,1
sanxia,253901-2,124812-2,47,45,0.9574
sanxia,253901-2,124673-1,35,35,1
sanxia,253901-2,253927-2,31,31,1
sanxia,253901-2,7202-129,22,22,1
sanxia,253901-2,259778-2,13,11,0.8462
sanxia,253901-2,253930-130,10,10,1
sanxia,253901-2,253930-129,2,2,1
sanxia,253901-2,259778-1,2,2,1
sanxia,253901-2,259775-2,1,1,1
sanxia,253901-2,5641-130,1,1,1
sanxia,253901-2,5641-128,1,1,1
sanxia,253901-2,253939-2,1,1,1
sanxia,253902-0,253912-2,11712,11707,0.9996
sanxia,253902-0,253902-2,3883,3882,0.9997
sanxia,253902-0,253912-1,3484,3481,0.9991
sanxia,253902-0,253892-1,3207,3205,0.9994
sanxia,253902-0,253902-1,3104,3103,0.9997
sanxia,253902-0,259772-2,2023,2022,0.9995
sanxia,253902-0,253940-1,1880,1880,1
sanxia,253902-0,15579-130,790,788,0.9975
sanxia,253902-0,253907-2,637,636,0.9984
sanxia,253902-0,253892-4,401,399,0.995
sanxia,253902-0,15579-129,151,151,1
sanxia,253902-0,253933-2,136,136,1
sanxia,253902-0,253892-2,135,135,1
sanxia,253902-0,15579-128,38,38,1
sanxia,253902-0,253890-2,25,25,1
sanxia,253902-0,253899-2,24,24,1
sanxia,253902-0,253933-0,16,16,1
sanxia,253902-0,253895-1,9,8,0.8889
sanxia,253902-0,253892-5,7,7,1
sanxia,253902-0,253921-1,7,7,1
sanxia,253902-0,253895-0,5,5,1
sanxia,253902-0,253940-0,3,3,1
sanxia,253902-0,253907-0,2,2,1
sanxia,253902-0,253913-0,2,2,1
sanxia,253902-0,253916-1,2,2,1
sanxia,253902-0,253892-3,1,1,1
sanxia,253902-0,253890-1,1,1,1
sanxia,253902-0,253933-1,1,1,1
sanxia,253902-1,253912-2,14164,14149,0.9989
sanxia,253902-1,253895-1,3631,3631,1
sanxia,253902-1,253902-0,3136,3133,0.999
sanxia,253902-1,253902-2,1535,1532,0.998
sanxia,253902-1,253907-2,1492,1488,0.9973
sanxia,253902-1,259772-2,927,926,0.9989
sanxia,253902-1,253933-2,710,708,0.9972
sanxia,253902-1,253892-1,640,639,0.9984
sanxia,253902-1,253917-2,491,491,1
sanxia,253902-1,253895-0,379,377,0.9947
sanxia,253902-1,253940-1,257,256,0.9961
sanxia,253902-1,253912-1,220,220,1
sanxia,253902-1,253921-1,219,219,1
sanxia,253902-1,253892-4,215,211,0.9814
sanxia,253902-1,253906-0,90,90,1
sanxia,253902-1,253916-1,17,17,1
sanxia,253902-1,253933-1,17,17,1
sanxia,253902-1,253928-0,7,7,1
sanxia,253902-1,253913-0,5,5,1
sanxia,253902-1,253892-5,2,2,1
sanxia,253902-1,15579-130,2,2,1
sanxia,253902-1,253895-2,2,2,1
sanxia,253902-1,253921-0,1,1,1
sanxia,253902-2,253902-0,4096,4096,1
sanxia,253902-2,253902-1,1436,1436,1
sanxia,253902-2,253940-1,1346,1342,0.997
sanxia,253902-2,253912-2,579,578,0.9983
sanxia,253902-2,253895-0,541,541,1
sanxia,253902-2,253892-2,296,293,0.9899
sanxia,253902-2,253921-1,152,151,0.9934
sanxia,253902-2,253916-1,134,134,1
sanxia,253902-2,15579-130,132,132,1
sanxia,253902-2,253892-1,77,77,1
sanxia,253902-2,253892-4,63,59,0.9365
sanxia,253902-2,253906-0,58,58,1
sanxia,253902-2,253892-5,15,10,0.6667
sanxia,253902-2,253931-1,9,9,1
sanxia,253902-2,253916-0,5,5,1
sanxia,253902-2,253921-0,2,2,1
sanxia,253903-0,259778-2,3641,3638,0.9992
sanxia,253903-0,253903-2,2250,2247,0.9987
sanxia,253903-0,5641-128,1158,1158,1
sanxia,253903-0,5641-130,822,821,0.9988
sanxia,253903-0,253903-1,705,705,1
sanxia,253903-0,47443-1,240,240,1
sanxia,253903-0,47443-2,149,149,1
sanxia,253903-0,253893-1,89,89,1
sanxia,253903-0,253905-1,42,42,1
sanxia,253903-0,7401-128,30,30,1
sanxia,253903-0,253905-2,23,23,1
sanxia,253903-0,253893-2,2,2,1
sanxia,253903-0,7320-144,1,1,1
sanxia,253903-0,253939-2,1,1,1
sanxia,253903-1,5641-130,9649,9648,0.9999
sanxia,253903-1,253903-2,4569,4567,0.9996
sanxia,253903-1,253939-2,918,918,1
sanxia,253903-1,253903-0,745,745,1
sanxia,253903-1,253939-0,354,354,1
sanxia,253903-1,5641-129,218,216,0.9908
sanxia,253903-1,253894-0,191,187,0.9791
sanxia,253903-1,253905-1,128,127,0.9922
sanxia,253903-1,5641-128,119,119,1
sanxia,253903-1,259778-2,110,110,1
sanxia,253903-1,253894-2,94,93,0.9894
sanxia,253903-1,253939-1,63,63,1
sanxia,253903-1,253893-1,50,50,1
sanxia,253903-1,253931-1,47,46,0.9787
sanxia,253903-1,253941-0,40,37,0.925
sanxia,253903-1,253894-1,29,29,1
sanxia,253903-1,253893-0,13,11,0.8462
sanxia,253903-1,253931-2,11,11,1
sanxia,253903-1,253927-2,2,2,1
sanxia,253903-1,238397-2,2,2,1
sanxia,253903-1,253893-2,2,2,1
sanxia,253903-1,124818-0,1,1,1
sanxia,253903-2,15513-128,31959,31880,0.9975
sanxia,253903-2,7401-128,16232,16220,0.9993
sanxia,253903-2,15513-129,15719,15576,0.9909
sanxia,253903-2,124818-0,13022,12965,0.9956
sanxia,253903-2,5641-130,8817,8811,0.9993
sanxia,253903-2,253903-1,4102,4098,0.999
sanxia,253903-2,259778-2,3019,3017,0.9993
sanxia,253903-2,253903-0,1446,1444,0.9986
sanxia,253903-2,253939-1,1092,1077,0.9863
sanxia,253903-2,5641-128,1081,1081,1
sanxia,253903-2,47443-1,1013,1011,0.998
sanxia,253903-2,7401-129,472,472,1
sanxia,253903-2,7401-130,352,352,1
sanxia,253903-2,253939-2,351,351,1
sanxia,253903-2,253771-1,305,300,0.9836
sanxia,253903-2,253905-1,305,303,0.9934
sanxia,253903-2,47443-2,202,202,1
sanxia,253903-2,253771-0,106,106,1
sanxia,253903-2,253905-2,71,71,1
sanxia,253903-2,124712-2,61,59,0.9672
sanxia,253903-2,15322-130,47,45,0.9574
sanxia,253903-2,124818-1,29,27,0.931
sanxia,253903-2,15513-130,24,24,1
sanxia,253903-2,15121-129,21,21,1
sanxia,253903-2,253893-1,10,10,1
sanxia,253903-2,253901-2,9,9,1
sanxia,253903-2,253771-2,9,9,1
sanxia,253903-2,47459-1,8,8,1
sanxia,253903-2,47459-2,4,4,1
sanxia,253904-0,253930-129,6672,6665,0.999
sanxia,253904-0,7201-128,5884,5883,0.9998
sanxia,253904-0,253898-2,5820,5816,0.9993
sanxia,253904-0,253934-2,5030,5025,0.999
sanxia,253904-0,253901-0,3802,3799,0.9992
sanxia,253904-0,253932-2,3227,3220,0.9978
sanxia,253904-0,253930-128,1654,1651,0.9982
sanxia,253904-0,253904-1,1572,1563,0.9943
sanxia,253904-0,253904-2,1446,1436,0.9931
sanxia,253904-0,253901-1,377,375,0.9947
sanxia,253904-0,259775-2,310,308,0.9935
sanxia,253904-0,238397-0,302,298,0.9868
sanxia,253904-0,253927-0,254,254,1
sanxia,253904-0,253898-0,202,201,0.995
sanxia,253904-0,253931-0,162,162,1
sanxia,253904-0,124711-1,126,125,0.9921
sanxia,253904-0,253927-2,80,80,1
sanxia,253904-0,253932-0,64,64,1
sanxia,253904-0,253930-130,60,60,1
sanxia,253904-0,259775-0,44,42,0.9545
sanxia,253904-0,7400-129,19,19,1
sanxia,253904-0,253936-0,19,19,1
sanxia,253904-0,238455-16,9,4,0.4444
sanxia,253904-0,253898-1,4,4,1
sanxia,253904-0,253901-2,4,4,1
sanxia,253904-0,7400-128,3,3,1
sanxia,253904-0,7319-144,2,2,1
sanxia,253904-0,7296-144,1,0,0
sanxia,253904-0,5691-128,1,1,1
sanxia,253904-0,259778-0,1,1,1
sanxia,253904-0,253921-0,1,1,1
sanxia,253904-1,259775-2,18850,18844,0.9997
sanxia,253904-1,253927-2,18326,18311,0.9992
sanxia,253904-1,253927-1,11614,11609,0.9996
sanxia,253904-1,253927-0,10470,10462,0.9992
sanxia,253904-1,253921-2,6567,6564,0.9995
sanxia,253904-1,238397-0,4132,4129,0.9993
sanxia,253904-1,253898-2,4042,4038,0.999
sanxia,253904-1,253904-2,3674,3670,0.9989
sanxia,253904-1,259775-0,2745,2741,0.9985
sanxia,253904-1,253940-2,2272,2272,1
sanxia,253904-1,259775-1,2047,2044,0.9985
sanxia,253904-1,7400-129,1719,1714,0.9971
sanxia,253904-1,253904-0,1654,1647,0.9958
sanxia,253904-1,253936-0,1596,1591,0.9969
sanxia,253904-1,253931-1,1575,1572,0.9981
sanxia,253904-1,15113-130,1357,1353,0.9971
sanxia,253904-1,253930-129,1269,1267,0.9984
sanxia,253904-1,253898-1,807,802,0.9938
sanxia,253904-1,253934-2,412,411,0.9976
sanxia,253904-1,253921-0,324,323,0.9969
sanxia,253904-1,238397-1,320,320,1
sanxia,253904-1,253931-0,243,242,0.9959
sanxia,253904-1,253936-1,197,196,0.9949
sanxia,253904-1,7295-144,152,152,1
sanxia,253904-1,253906-2,93,93,1
sanxia,253904-1,253936-2,82,81,0.9878
sanxia,253904-1,253901-1,59,59,1
sanxia,253904-1,253905-1,39,36,0.9231
sanxia,253904-1,7400-128,32,32,1
sanxia,253904-1,253932-1,32,31,0.9688
sanxia,253904-1,15578-129,30,30,1
sanxia,253904-1,7320-144,25,19,0.76
sanxia,253904-1,253921-1,23,23,1
sanxia,253904-1,253893-0,19,18,0.9474
sanxia,253904-1,253932-2,18,18,1
sanxia,253904-1,7318-144,15,13,0.8667
sanxia,253904-1,7319-144,11,5,0.4545
sanxia,253904-1,253898-0,9,9,1
sanxia,253904-1,15578-130,5,5,1
sanxia,253904-1,15578-128,4,4,1
sanxia,253904-1,253930-128,4,4,1
sanxia,253904-1,253934-1,4,3,0.75
sanxia,253904-1,253940-0,1,1,1
sanxia,253904-1,238455-16,1,1,1
sanxia,253904-2,253930-129,12308,12304,0.9997
sanxia,253904-2,7400-129,6060,6055,0.9992
sanxia,253904-2,253904-1,3517,3514,0.9991
sanxia,253904-2,253930-130,2472,2472,1
sanxia,253904-2,238397-0,1698,1694,0.9976
sanxia,253904-2,253927-2,1424,1421,0.9979
sanxia,253904-2,259775-2,1412,1409,0.9979
sanxia,253904-2,253904-0,1385,1381,0.9971
sanxia,253904-2,253901-1,1095,1093,0.9982
sanxia,253904-2,7400-130,884,884,1
sanxia,253904-2,7400-128,860,858,0.9977
sanxia,253904-2,253931-0,642,638,0.9938
sanxia,253904-2,253927-0,260,260,1
sanxia,253904-2,253898-2,243,242,0.9959
sanxia,253904-2,7320-144,133,112,0.8421
sanxia,253904-2,253930-128,53,53,1
sanxia,253904-2,253906-2,41,40,0.9756
sanxia,253904-2,253901-2,39,39,1
sanxia,253904-2,238397-1,36,36,1
sanxia,253904-2,253921-2,35,35,1
sanxia,253904-2,253905-1,29,29,1
sanxia,253904-2,253894-0,19,19,1
sanxia,253904-2,253931-2,11,11,1
sanxia,253904-2,238455-16,10,7,0.7
sanxia,253904-2,253931-1,6,6,1
sanxia,253904-2,238397-2,5,4,0.8
sanxia,253904-2,7298-144,4,4,1
sanxia,253904-2,253905-2,3,3,1
sanxia,253904-2,253936-2,3,3,1
sanxia,253904-2,259778-0,2,2,1
sanxia,253904-2,5641-129,1,1,1
sanxia,253904-2,253893-0,1,1,1
sanxia,253905-0,253901-2,1362,1361,0.9993
sanxia,253905-0,259778-0,706,706,1
sanxia,253905-0,7400-128,426,426,1
sanxia,253905-0,253905-1,303,302,0.9967
sanxia,253905-0,253905-2,202,202,1
sanxia,253905-0,253893-2,198,198,1
sanxia,253905-0,7400-130,89,89,1
sanxia,253905-0,253893-0,11,11,1
sanxia,253905-0,253901-1,5,5,1
sanxia,253905-0,253927-2,2,2,1
sanxia,253905-0,253921-2,1,1,1
sanxia,253905-1,253893-2,9559,9558,0.9999
sanxia,253905-1,7400-130,5482,5465,0.9969
sanxia,253905-1,259778-1,2333,2330,0.9987
sanxia,253905-1,253939-0,2289,2283,0.9974
sanxia,253905-1,5641-130,1207,1204,0.9975
sanxia,253905-1,253893-0,1154,1144,0.9913
sanxia,253905-1,5641-129,1137,1129,0.993
sanxia,253905-1,238397-2,1009,1006,0.997
sanxia,253905-1,253893-1,828,827,0.9988
sanxia,253905-1,253905-2,448,448,1
sanxia,253905-1,253903-2,348,347,0.9971
sanxia,253905-1,253905-0,316,313,0.9905
sanxia,253905-1,5641-128,315,315,1
sanxia,253905-1,253901-2,276,275,0.9964
sanxia,253905-1,253939-2,233,231,0.9914
sanxia,253905-1,259778-2,222,222,1
sanxia,253905-1,7400-128,194,194,1
sanxia,253905-1,253931-2,147,140,0.9524
sanxia,253905-1,253903-1,128,128,1
sanxia,253905-1,7400-129,119,117,0.9832
sanxia,253905-1,253927-2,70,70,1
sanxia,253905-1,253930-129,39,39,1
sanxia,253905-1,259778-0,39,39,1
sanxia,253905-1,253903-0,36,36,1
sanxia,253905-1,253894-0,35,34,0.9714
sanxia,253905-1,253901-1,30,30,1
sanxia,253905-1,124818-0,30,30,1
sanxia,253905-1,253921-2,27,25,0.9259
sanxia,253905-1,253904-1,26,25,0.9615
sanxia,253905-1,253904-2,23,23,1
sanxia,253905-1,47588-16,21,18,0.8571
sanxia,253905-1,238397-0,19,19,1
sanxia,253905-1,238397-1,5,5,1
sanxia,253905-1,238455-16,4,2,0.5
sanxia,253905-1,253906-2,1,1,1
sanxia,253905-1,253927-0,1,1,1
sanxia,253905-2,259778-0,5174,5170,0.9992
sanxia,253905-2,47443-0,2221,2218,0.9986
sanxia,253905-2,253901-2,1768,1763,0.9972
sanxia,253905-2,259778-2,781,781,1
sanxia,253905-2,253905-1,670,670,1
sanxia,253905-2,253905-0,208,208,1
sanxia,253905-2,253893-2,171,169,0.9883
sanxia,253905-2,47443-1,148,148,1
sanxia,253905-2,253903-2,74,74,1
sanxia,253905-2,5691-128,56,56,1
sanxia,253905-2,5641-128,41,41,1
sanxia,253905-2,47443-2,31,31,1
sanxia,253905-2,253903-0,21,21,1
sanxia,253905-2,253771-0,21,21,1
sanxia,253905-2,7202-129,16,16,1
sanxia,253905-2,47459-0,15,15,1
sanxia,253905-2,124812-0,10,10,1
sanxia,253905-2,253904-2,6,5,0.8333
sanxia,253905-2,124673-1,3,3,1
sanxia,253905-2,7201-128,3,3,1
sanxia,253905-2,5641-130,2,2,1
sanxia,253905-2,238397-2,1,1,1
sanxia,253906-0,253921-1,15277,15267,0.9993
sanxia,253906-0,253916-0,2305,2302,0.9987
sanxia,253906-0,253895-2,2267,2266,0.9996
sanxia,253906-0,253921-2,793,793,1
sanxia,253906-0,253906-1,639,639,1
sanxia,253906-0,253906-2,477,477,1
sanxia,253906-0,253895-0,450,448,0.9956
sanxia,253906-0,253921-0,347,346,0.9971
sanxia,253906-0,253940-2,316,315,0.9968
sanxia,253906-0,253940-1,180,179,0.9944
sanxia,253906-0,253912-2,147,147,1
sanxia,253906-0,253902-1,97,97,1
sanxia,253906-0,253916-1,85,85,1
sanxia,253906-0,253941-0,74,74,1
sanxia,253906-0,253902-2,67,67,1
sanxia,253906-0,253895-1,35,35,1
sanxia,253906-0,15579-130,28,28,1
sanxia,253906-0,253927-1,15,13,0.8667
sanxia,253906-0,253892-2,12,12,1
sanxia,253906-0,253916-2,11,11,1
sanxia,253906-0,253931-1,9,9,1
sanxia,253906-0,253941-1,7,7,1
sanxia,253906-0,253940-0,4,4,1
sanxia,253906-0,253928-2,3,3,1
sanxia,253906-0,253936-1,3,3,1
sanxia,253906-1,253916-2,9510,9496,0.9985
sanxia,253906-1,253894-1,9508,9488,0.9979
sanxia,253906-1,253941-0,8583,8573,0.9988
sanxia,253906-1,253941-1,7739,7738,0.9999
sanxia,253906-1,253941-2,2242,2235,0.9969
sanxia,253906-1,253928-2,1405,1398,0.995
sanxia,253906-1,253906-2,1092,1091,0.9991
sanxia,253906-1,5641-129,756,753,0.996
sanxia,253906-1,253931-1,669,665,0.994
sanxia,253906-1,253906-0,642,642,1
sanxia,253906-1,253921-2,222,222,1
sanxia,253906-1,253916-0,202,202,1
sanxia,253906-1,253895-2,171,168,0.9825
sanxia,253906-1,124712-0,170,165,0.9706
sanxia,253906-1,274161-128,116,115,0.9914
sanxia,253906-1,253931-2,103,101,0.9806
sanxia,253906-1,253921-1,66,65,0.9848
sanxia,253906-1,253916-1,58,58,1
sanxia,253906-1,253928-0,47,47,1
sanxia,253906-1,253939-1,22,21,0.9545
sanxia,253906-1,253894-2,17,16,0.9412
sanxia,253906-1,253894-0,12,12,1
sanxia,253906-1,253940-2,9,9,1
sanxia,253906-1,253895-1,4,4,1
sanxia,253906-1,7320-144,2,1,0.5
sanxia,253906-1,253927-1,2,2,1
sanxia,253906-1,253933-1,1,1,1
sanxia,253906-2,253931-1,14827,14811,0.9989
sanxia,253906-2,15113-130,6256,6231,0.996
sanxia,253906-2,253941-0,5268,5262,0.9989
sanxia,253906-2,253921-2,2034,2028,0.9971
sanxia,253906-2,5641-129,1080,1073,0.9935
sanxia,253906-2,253906-1,1062,1057,0.9953
sanxia,253906-2,253894-0,996,980,0.9839
sanxia,253906-2,253927-2,508,507,0.998
sanxia,253906-2,253906-0,445,445,1
sanxia,253906-2,253931-2,180,180,1
sanxia,253906-2,253940-2,135,134,0.9926
sanxia,253906-2,253893-0,131,129,0.9847
sanxia,253906-2,253916-2,130,129,0.9923
sanxia,253906-2,253894-1,129,129,1
sanxia,253906-2,253904-1,80,80,1
sanxia,253906-2,253941-2,53,53,1
sanxia,253906-2,253916-0,51,50,0.9804
sanxia,253906-2,253927-1,40,40,1
sanxia,253906-2,274161-128,36,36,1
sanxia,253906-2,253904-2,28,28,1
sanxia,253906-2,253921-1,27,27,1
sanxia,253906-2,253931-0,21,21,1
sanxia,253906-2,253936-2,11,11,1
sanxia,253906-2,238397-0,9,9,1
sanxia,253906-2,7320-144,8,4,0.5
sanxia,253906-2,253939-0,7,7,1
sanxia,253906-2,253895-2,4,4,1
sanxia,253906-2,259775-2,2,2,1
sanxia,253906-2,253895-0,1,0,0
sanxia,253906-2,238397-1,1,1,1
sanxia,253907-0,259772-0,11469,11455,0.9988
sanxia,253907-0,253899-0,9186,9173,0.9986
sanxia,253907-0,253899-1,9096,9095,0.9999
sanxia,253907-0,259772-2,6293,6284,0.9986
sanxia,253907-0,259772-1,6128,6125,0.9995
sanxia,253907-0,253899-2,5684,5677,0.9988
