CITY,SCELL,NCELL,HOATT,HOSUCC,HOSUCCRATE
sanxia,253914-2,253936-1,62,62,1
sanxia,253914-2,253914-0,57,57,1
sanxia,253914-2,253909-2,44,44,1
sanxia,253914-2,259772-0,35,33,0.9429
sanxia,253914-2,47501-16,27,24,0.8889
sanxia,253914-2,253912-0,24,24,1
sanxia,253914-2,15113-5,20,20,1
sanxia,253914-2,259775-1,19,19,1
sanxia,253914-2,47592-16,7,6,0.8571
sanxia,253914-2,47484-16,7,6,0.8571
sanxia,253914-2,253935-1,4,4,1
sanxia,253914-2,253940-0,3,3,1
sanxia,253914-2,259775-0,2,2,1
sanxia,253914-2,253911-2,2,2,1
sanxia,253914-2,15578-129,1,1,1
sanxia,253915-0,253915-1,5743,5743,1
sanxia,253915-0,253915-2,3148,3148,1
sanxia,253915-0,15115-129,2555,2554,0.9996
sanxia,253915-0,124898-0,672,672,1
sanxia,253915-0,259782-1,312,303,0.9712
sanxia,253915-0,259682-2,213,213,1
sanxia,253915-0,259761-2,146,146,1
sanxia,253915-0,259682-0,40,40,1
sanxia,253915-0,259782-0,35,35,1
sanxia,253915-0,124923-1,25,25,1
sanxia,253915-0,15115-128,10,10,1
sanxia,253915-0,253937-0,6,6,1
sanxia,253915-0,259761-5,4,0,0
sanxia,253915-0,259761-4,2,2,1
sanxia,253915-0,5660-128,2,2,1
sanxia,253915-0,15116-128,1,1,1
sanxia,253915-1,124923-1,6299,6294,0.9992
sanxia,253915-1,259682-2,5568,5561,0.9987
sanxia,253915-1,253915-0,4732,4730,0.9996
sanxia,253915-1,15115-129,3117,3110,0.9978
sanxia,253915-1,259781-0,1310,1310,1
sanxia,253915-1,124898-0,945,942,0.9968
sanxia,253915-1,259782-1,675,674,0.9985
sanxia,253915-1,259682-1,523,521,0.9962
sanxia,253915-1,259781-1,474,472,0.9958
sanxia,253915-1,253949-0,471,469,0.9958
sanxia,253915-1,253915-2,444,443,0.9977
sanxia,253915-1,47468-0,349,349,1
sanxia,253915-1,259584-2,224,224,1
sanxia,253915-1,259761-5,223,79,0.3543
sanxia,253915-1,253937-1,207,207,1
sanxia,253915-1,253949-2,148,148,1
sanxia,253915-1,5660-128,83,81,0.9759
sanxia,253915-1,259781-2,64,64,1
sanxia,253915-1,259761-4,43,12,0.2791
sanxia,253915-1,253937-0,36,34,0.9444
sanxia,253915-1,253950-0,22,22,1
sanxia,253915-1,259761-1,17,17,1
sanxia,253915-1,253922-1,15,15,1
sanxia,253915-1,47468-1,13,12,0.9231
sanxia,253915-1,253920-0,2,2,1
sanxia,253915-1,47467-2,1,1,1
sanxia,253915-1,259761-2,1,1,1
sanxia,253915-1,124923-0,1,1,1
sanxia,253915-2,124898-0,10644,10641,0.9997
sanxia,253915-2,15115-129,6435,6434,0.9998
sanxia,253915-2,253915-0,5013,5013,1
sanxia,253915-2,15115-128,2942,2942,1
sanxia,253915-2,253937-0,1574,1573,0.9994
sanxia,253915-2,15115-130,1510,1509,0.9993
sanxia,253915-2,253915-1,989,989,1
sanxia,253915-2,259682-2,573,572,0.9983
sanxia,253915-2,253920-1,327,327,1
sanxia,253915-2,259782-1,163,162,0.9939
sanxia,253915-2,5660-128,132,132,1
sanxia,253915-2,253937-1,116,116,1
sanxia,253915-2,253922-1,65,65,1
sanxia,253915-2,253920-0,53,53,1
sanxia,253915-2,253937-2,29,29,1
sanxia,253915-2,253938-0,28,28,1
sanxia,253915-2,259761-2,13,13,1
sanxia,253915-2,259761-5,11,4,0.3636
sanxia,253915-2,5660-129,8,7,0.875
sanxia,253915-2,124898-1,5,5,1
sanxia,253915-2,253938-1,4,4,1
sanxia,253916-0,253916-1,4708,4705,0.9994
sanxia,253916-0,253895-2,3388,3386,0.9994
sanxia,253916-0,253906-0,2262,2260,0.9991
sanxia,253916-0,253916-2,1565,1563,0.9987
sanxia,253916-0,253921-1,964,963,0.999
sanxia,253916-0,253895-0,267,267,1
sanxia,253916-0,253906-1,203,203,1
sanxia,253916-0,253895-1,122,122,1
sanxia,253916-0,253941-0,75,75,1
sanxia,253916-0,253941-1,58,58,1
sanxia,253916-0,253921-2,47,47,1
sanxia,253916-0,253906-2,44,44,1
sanxia,253916-0,253912-2,24,24,1
sanxia,253916-0,253927-1,16,15,0.9375
sanxia,253916-0,253931-1,11,11,1
sanxia,253916-0,253940-2,6,6,1
sanxia,253916-0,253933-1,5,4,0.8
sanxia,253916-0,253902-2,5,5,1
sanxia,253916-0,253892-4,5,4,0.8
sanxia,253916-0,253933-2,2,2,1
sanxia,253916-0,253940-1,1,1,1
sanxia,253916-1,253895-1,12301,12294,0.9994
sanxia,253916-1,253941-1,7981,7980,0.9999
sanxia,253916-1,253917-2,7980,7964,0.998
sanxia,253916-1,253916-0,4656,4646,0.9979
sanxia,253916-1,253928-0,4628,4621,0.9985
sanxia,253916-1,253933-1,4133,4127,0.9985
sanxia,253916-1,253895-2,2239,2236,0.9987
sanxia,253916-1,253913-0,2193,2191,0.9991
sanxia,253916-1,253921-1,2068,2067,0.9995
sanxia,253916-1,253907-2,1836,1833,0.9984
sanxia,253916-1,259772-2,1826,1819,0.9962
sanxia,253916-1,253916-2,1022,1021,0.999
sanxia,253916-1,253895-0,829,828,0.9988
sanxia,253916-1,253940-1,503,502,0.998
sanxia,253916-1,253933-2,328,327,0.997
sanxia,253916-1,253928-2,132,130,0.9848
sanxia,253916-1,253902-2,119,119,1
sanxia,253916-1,253912-2,82,82,1
sanxia,253916-1,253906-0,69,69,1
sanxia,253916-1,253906-1,50,50,1
sanxia,253916-1,253912-1,32,32,1
sanxia,253916-1,253902-1,31,25,0.8065
sanxia,253916-1,124712-0,17,17,1
sanxia,253916-1,15579-130,14,14,1
sanxia,253916-1,253921-0,5,5,1
sanxia,253916-1,253928-1,3,3,1
sanxia,253916-1,253941-0,3,3,1
sanxia,253916-1,253913-2,2,2,1
sanxia,253916-1,253892-1,2,2,1
sanxia,253916-1,253892-4,1,0,0
sanxia,253916-1,253933-0,1,1,1
sanxia,253916-2,253941-1,23891,23880,0.9995
sanxia,253916-2,253928-2,9789,9755,0.9965
sanxia,253916-2,253906-1,9035,9019,0.9982
sanxia,253916-2,253916-1,3670,3662,0.9978
sanxia,253916-2,253894-1,3552,3525,0.9924
sanxia,253916-2,124712-0,1622,1614,0.9951
sanxia,253916-2,253916-0,1544,1539,0.9968
sanxia,253916-2,253939-0,1425,1418,0.9951
sanxia,253916-2,253895-2,1407,1403,0.9972
sanxia,253916-2,253941-0,1081,1080,0.9991
sanxia,253916-2,253941-2,717,704,0.9819
sanxia,253916-2,253939-1,613,602,0.9821
sanxia,253916-2,253931-2,275,270,0.9818
sanxia,253916-2,5641-129,214,206,0.9626
sanxia,253916-2,253906-2,125,125,1
sanxia,253916-2,274161-130,111,110,0.991
sanxia,253916-2,253931-1,110,110,1
sanxia,253916-2,253933-1,75,74,0.9867
sanxia,253916-2,253928-0,64,64,1
sanxia,253916-2,253921-1,63,63,1
sanxia,253916-2,253921-2,30,30,1
sanxia,253916-2,253940-2,17,16,0.9412
sanxia,253916-2,253906-0,12,12,1
sanxia,253916-2,253927-2,4,4,1
sanxia,253916-2,253892-4,2,2,1
sanxia,253916-2,274161-129,2,1,0.5
sanxia,253916-2,124712-2,1,1,1
sanxia,253916-2,253895-1,1,1,1
sanxia,253916-2,253928-1,1,1,1
sanxia,253917-0,253913-1,6037,6033,0.9993
sanxia,253917-0,253917-2,5793,5783,0.9983
sanxia,253917-0,15117-130,4691,4687,0.9991
sanxia,253917-0,253929-2,4638,4636,0.9996
sanxia,253917-0,124924-2,2051,2048,0.9985
sanxia,253917-0,253907-1,1954,1950,0.998
sanxia,253917-0,253929-0,1562,1561,0.9994
sanxia,253917-0,253929-1,1553,1547,0.9961
sanxia,253917-0,253926-2,1079,1078,0.9991
sanxia,253917-0,253918-2,972,972,1
sanxia,253917-0,253926-1,933,932,0.9989
sanxia,253917-0,253917-1,584,584,1
sanxia,253917-0,253923-2,146,146,1
sanxia,253917-0,253928-1,133,131,0.985
sanxia,253917-0,253918-1,57,57,1
sanxia,253917-0,47489-16,46,36,0.7826
sanxia,253917-0,253926-0,44,44,1
sanxia,253917-0,259779-2,43,42,0.9767
sanxia,253917-0,253900-2,29,29,1
sanxia,253917-0,15117-128,21,21,1
sanxia,253917-0,7299-144,19,18,0.9474
sanxia,253917-0,253922-0,19,19,1
sanxia,253917-0,124924-0,13,13,1
sanxia,253917-0,253918-0,13,13,1
sanxia,253917-0,253900-1,12,11,0.9167
sanxia,253917-0,253907-2,7,7,1
sanxia,253917-0,253919-0,4,4,1
sanxia,253917-0,47593-16,4,4,1
sanxia,253917-0,15114-129,3,3,1
sanxia,253917-0,253920-2,3,3,1
sanxia,253917-0,253913-0,3,3,1
sanxia,253917-0,253913-2,2,2,1
sanxia,253917-0,253933-0,2,2,1
sanxia,253917-0,253922-2,1,1,1
sanxia,253917-0,253900-0,1,1,1
sanxia,253917-1,253919-2,29557,29531,0.9991
sanxia,253917-1,124712-1,11934,11887,0.9961
sanxia,253917-1,253922-2,6126,6099,0.9956
sanxia,253917-1,253928-2,3238,3188,0.9846
sanxia,253917-1,15117-129,2106,2097,0.9957
sanxia,253917-1,253928-1,1576,1573,0.9981
sanxia,253917-1,253933-1,1197,1175,0.9816
sanxia,253917-1,124712-2,627,625,0.9968
sanxia,253917-1,253919-1,607,605,0.9967
sanxia,253917-1,253917-0,596,595,0.9983
sanxia,253917-1,253919-0,415,415,1
sanxia,253917-1,253917-2,385,383,0.9948
sanxia,253917-1,253929-2,219,217,0.9909
sanxia,253917-1,15117-130,159,154,0.9686
sanxia,253917-1,124712-0,123,123,1
sanxia,253917-1,253907-2,18,18,1
sanxia,253917-1,253938-2,15,15,1
sanxia,253917-1,253929-0,8,8,1
sanxia,253917-1,253926-1,5,5,1
sanxia,253917-1,253895-1,5,4,0.8
sanxia,253917-1,253907-1,2,2,1
sanxia,253917-1,253926-2,2,2,1
sanxia,253917-1,124924-2,1,1,1
sanxia,253917-2,253907-2,12162,12153,0.9993
sanxia,253917-2,253913-0,11241,11236,0.9996
sanxia,253917-2,253913-1,10376,10373,0.9997
sanxia,253917-2,253926-2,8777,8776,0.9999
sanxia,253917-2,253916-1,7163,7157,0.9992
sanxia,253917-2,253933-2,6261,6252,0.9986
sanxia,253917-2,253933-1,6260,6252,0.9987
sanxia,253917-2,253917-0,5277,5268,0.9983
sanxia,253917-2,253913-2,2845,2844,0.9996
sanxia,253917-2,253895-1,2377,2371,0.9975
sanxia,253917-2,253928-0,1829,1827,0.9989
sanxia,253917-2,253928-2,1583,1573,0.9937
sanxia,253917-2,253928-1,1515,1515,1
sanxia,253917-2,253912-1,1438,1431,0.9951
sanxia,253917-2,253941-1,1098,1095,0.9973
sanxia,253917-2,253907-5,1039,1035,0.9962
sanxia,253917-2,15117-130,930,927,0.9968
sanxia,253917-2,253933-0,915,913,0.9978
sanxia,253917-2,253929-0,818,817,0.9988
sanxia,253917-2,124712-0,564,561,0.9947
sanxia,253917-2,253907-1,482,481,0.9979
sanxia,253917-2,253902-1,465,463,0.9957
sanxia,253917-2,253926-1,395,392,0.9924
sanxia,253917-2,253917-1,377,376,0.9973
sanxia,253917-2,47489-16,340,340,1
sanxia,253917-2,253926-0,194,190,0.9794
sanxia,253917-2,253935-2,119,119,1
sanxia,253917-2,253929-1,99,99,1
sanxia,253917-2,253922-2,83,83,1
sanxia,253917-2,253907-4,41,40,0.9756
sanxia,253917-2,253923-2,39,38,0.9744
sanxia,253917-2,253900-0,24,24,1
sanxia,253917-2,124924-2,7,7,1
sanxia,253917-2,253900-2,5,5,1
sanxia,253917-2,15579-129,5,5,1
sanxia,253917-2,7297-144,1,1,1
sanxia,253918-0,259779-1,18819,18814,0.9997
sanxia,253918-0,253929-1,16837,16830,0.9996
sanxia,253918-0,253918-2,10960,10953,0.9994
sanxia,253918-0,253920-2,7531,7513,0.9976
sanxia,253918-0,253918-1,5692,5689,0.9995
sanxia,253918-0,15117-130,5418,5404,0.9974
sanxia,253918-0,124898-1,4295,4284,0.9974
sanxia,253918-0,259779-2,3973,3954,0.9952
sanxia,253918-0,253929-0,964,957,0.9927
sanxia,253918-0,5885-144,860,860,1
sanxia,253918-0,253922-0,444,442,0.9955
sanxia,253918-0,253926-1,343,342,0.9971
sanxia,253918-0,253929-2,304,303,0.9967
sanxia,253918-0,253937-0,284,284,1
sanxia,253918-0,259782-2,228,228,1
sanxia,253918-0,15116-130,209,208,0.9952
sanxia,253918-0,253907-1,93,92,0.9892
sanxia,253918-0,124924-0,43,42,0.9767
sanxia,253918-0,253919-0,33,33,1
sanxia,253918-0,7336-144,26,23,0.8846
sanxia,253918-0,253917-0,19,19,1
sanxia,253918-0,7317-144,14,6,0.4286
sanxia,253918-0,47593-16,11,9,0.8182
sanxia,253918-0,7299-144,9,8,0.8889
sanxia,253918-0,253923-1,9,9,1
sanxia,253918-0,15117-128,8,8,1
sanxia,253918-0,253923-2,7,7,1
sanxia,253918-0,7313-144,4,2,0.5
sanxia,253918-0,253924-2,3,3,1
sanxia,253918-0,15116-129,2,2,1
sanxia,253918-0,253917-2,1,0,0
sanxia,253918-0,253920-1,1,1,1
sanxia,253918-1,259779-1,12363,12358,0.9996
sanxia,253918-1,253920-2,12282,12275,0.9994
sanxia,253918-1,253918-0,6367,6364,0.9995
sanxia,253918-1,253918-2,2094,2094,1
sanxia,253918-1,253922-0,1899,1899,1
sanxia,253918-1,124898-1,1666,1664,0.9988
sanxia,253918-1,15116-130,1172,1169,0.9974
sanxia,253918-1,15117-128,1025,1025,1
sanxia,253918-1,259779-2,815,815,1
sanxia,253918-1,253937-0,102,102,1
sanxia,253918-1,253917-0,77,77,1
sanxia,253918-1,15115-130,24,24,1
sanxia,253918-1,47593-16,23,20,0.8696
sanxia,253918-1,253920-1,7,7,1
sanxia,253918-1,253920-0,2,2,1
sanxia,253918-1,253919-0,2,2,1
sanxia,253918-1,5660-128,2,2,1
sanxia,253918-1,7367-144,1,1,1
sanxia,253918-1,253922-1,1,1,1
sanxia,253918-1,253929-1,1,1,1
sanxia,253918-1,253938-1,1,1,1
sanxia,253918-1,253937-2,1,1,1
sanxia,253918-2,253918-0,12059,12049,0.9992
sanxia,253918-2,15117-130,4813,4810,0.9994
sanxia,253918-2,253929-2,4250,4247,0.9993
sanxia,253918-2,253922-0,2016,2016,1
sanxia,253918-2,253918-1,1983,1981,0.999
sanxia,253918-2,15117-128,1711,1710,0.9994
sanxia,253918-2,259779-1,1432,1432,1
sanxia,253918-2,253917-0,1049,1049,1
sanxia,253918-2,15116-130,978,977,0.999
sanxia,253918-2,124898-1,941,935,0.9936
sanxia,253918-2,253929-1,916,916,1
sanxia,253918-2,253920-2,521,520,0.9981
sanxia,253918-2,259779-2,221,221,1
sanxia,253918-2,47593-16,170,163,0.9588
sanxia,253918-2,253929-0,89,89,1
sanxia,253918-2,253907-1,45,44,0.9778
sanxia,253918-2,253937-0,17,17,1
sanxia,253918-2,253900-2,4,4,1
sanxia,253918-2,259779-0,4,4,1
sanxia,253918-2,15114-129,3,3,1
sanxia,253918-2,15117-129,3,3,1
sanxia,253918-2,124924-2,2,2,1
sanxia,253918-2,253926-1,1,1,1
sanxia,253918-2,253924-2,1,1,1
sanxia,253919-0,124924-1,1232,1232,1
sanxia,253919-0,15117-129,745,745,1
sanxia,253919-0,253917-1,447,447,1
sanxia,253919-0,253922-2,368,368,1
sanxia,253919-0,253919-1,299,299,1
sanxia,253919-0,253919-2,194,192,0.9897
sanxia,253919-0,253929-1,35,35,1
sanxia,253919-0,253918-0,34,33,0.9706
sanxia,253919-0,15117-130,28,28,1
sanxia,253919-0,259779-2,27,26,0.963
sanxia,253919-0,253900-2,27,27,1
sanxia,253919-0,253929-0,15,14,0.9333
sanxia,253919-0,253922-0,11,11,1
sanxia,253919-0,253929-2,4,4,1
sanxia,253919-0,253920-2,4,4,1
sanxia,253919-0,253917-0,3,3,1
sanxia,253919-0,253928-1,3,3,1
sanxia,253919-0,253926-1,1,1,1
sanxia,253919-0,253918-1,1,1,1
sanxia,253919-1,253922-2,37879,37873,0.9998
sanxia,253919-1,253919-2,12651,12638,0.999
sanxia,253919-1,253938-2,9029,9022,0.9992
sanxia,253919-1,5660-130,4352,4344,0.9982
sanxia,253919-1,15117-129,2571,2568,0.9988
sanxia,253919-1,253922-1,617,616,0.9984
sanxia,253919-1,253938-0,453,453,1
sanxia,253919-1,253917-1,425,420,0.9882
sanxia,253919-1,253919-0,281,281,1
sanxia,253919-1,253920-1,68,68,1
sanxia,253919-1,253938-1,52,52,1
sanxia,253919-1,5660-128,44,44,1
sanxia,253919-1,253937-2,17,17,1
sanxia,253919-1,259779-2,7,4,0.5714
sanxia,253919-1,15116-130,6,6,1
sanxia,253919-1,253937-0,5,5,1
sanxia,253919-1,253928-1,1,1,1
sanxia,253919-2,253917-1,25602,25541,0.9976
sanxia,253919-2,253919-1,11638,11628,0.9991
sanxia,253919-2,5660-130,5550,5537,0.9977
sanxia,253919-2,15117-129,4536,4531,0.9989
sanxia,253919-2,253922-2,1080,1075,0.9954
sanxia,253919-2,253919-0,212,212,1
sanxia,253919-2,253938-2,177,176,0.9944
sanxia,253919-2,253929-2,45,43,0.9556
sanxia,253919-2,253928-1,13,12,0.9231
sanxia,253919-2,124712-1,1,1,1
sanxia,253920-0,15115-130,7199,7197,0.9997
sanxia,253920-0,15115-128,6945,6943,0.9997
sanxia,253920-0,253920-2,4448,4447,0.9998
sanxia,253920-0,253920-1,2912,2912,1
sanxia,253920-0,124898-1,2202,2201,0.9995
sanxia,253920-0,253937-0,939,938,0.9989
sanxia,253920-0,124898-0,457,457,1
sanxia,253920-0,15116-129,367,367,1
sanxia,253920-0,253918-1,115,115,1
sanxia,253920-0,259782-1,89,89,1
sanxia,253920-0,15116-130,84,84,1
sanxia,253920-0,15115-129,37,37,1
sanxia,253920-0,253915-2,25,25,1
sanxia,253920-0,15116-128,20,20,1
sanxia,253920-0,253922-0,8,8,1
sanxia,253920-0,253937-1,7,7,1
sanxia,253920-0,7336-144,2,0,0
sanxia,253920-0,253915-1,1,1,1
sanxia,253920-0,253922-1,1,1,1
sanxia,253920-1,15115-130,10929,10922,0.9994
sanxia,253920-1,253922-1,5239,5231,0.9985
sanxia,253920-1,253937-0,4314,4313,0.9998
sanxia,253920-1,253920-0,2950,2947,0.999
sanxia,253920-1,253938-0,1038,1037,0.999
sanxia,253920-1,5660-128,778,774,0.9949
sanxia,253920-1,124898-0,535,535,1
sanxia,253920-1,124898-1,465,462,0.9935
sanxia,253920-1,15116-130,463,462,0.9978
sanxia,253920-1,253937-2,350,350,1
sanxia,253920-1,253915-2,346,345,0.9971
sanxia,253920-1,253922-2,323,322,0.9969
sanxia,253920-1,15117-129,275,275,1
sanxia,253920-1,253938-1,182,182,1
sanxia,253920-1,253938-2,107,107,1
sanxia,253920-1,253920-2,96,95,0.9896
sanxia,253920-1,259682-2,82,81,0.9878
sanxia,253920-1,253919-1,70,70,1
sanxia,253920-1,253922-0,69,68,0.9855
sanxia,253920-1,259779-1,68,68,1
sanxia,253920-1,253937-1,59,56,0.9492
sanxia,253920-1,15115-129,58,58,1
sanxia,253920-1,15116-129,43,42,0.9767
sanxia,253920-1,15117-128,41,41,1
sanxia,253920-1,15115-128,22,22,1
sanxia,253920-1,253918-1,3,3,1
sanxia,253920-1,253929-2,3,3,1
sanxia,253920-1,259779-2,1,1,1
sanxia,253920-2,253918-1,13973,13961,0.9991
sanxia,253920-2,124898-1,10912,10889,0.9979
sanxia,253920-2,15116-130,7305,7303,0.9997
sanxia,253920-2,253918-0,5671,5665,0.9989
sanxia,253920-2,253920-0,3568,3565,0.9992
sanxia,253920-2,259779-1,3420,3415,0.9985
sanxia,253920-2,15115-130,2189,2187,0.9991
sanxia,253920-2,253937-0,1961,1957,0.998
sanxia,253920-2,253922-0,1865,1863,0.9989
sanxia,253920-2,259779-2,1226,1221,0.9959
sanxia,253920-2,15116-129,603,603,1
sanxia,253920-2,253918-2,488,488,1
sanxia,253920-2,15117-130,332,330,0.994
sanxia,253920-2,253929-1,256,256,1
sanxia,253920-2,253924-1,179,178,0.9944
sanxia,253920-2,15116-128,166,166,1
sanxia,253920-2,253929-0,158,158,1
sanxia,253920-2,253920-1,101,100,0.9901
sanxia,253920-2,15117-128,55,55,1
sanxia,253920-2,259779-0,47,47,1
sanxia,253920-2,7336-144,43,35,0.814
sanxia,253920-2,259782-1,39,39,1
sanxia,253920-2,253907-1,38,38,1
sanxia,253920-2,253926-1,27,27,1
sanxia,253920-2,253929-2,21,21,1
sanxia,253920-2,253900-2,13,13,1
sanxia,253920-2,253891-1,12,12,1
sanxia,253920-2,47593-16,12,5,0.4167
sanxia,253920-2,7367-144,6,5,0.8333
sanxia,253920-2,253900-1,5,5,1
sanxia,253920-2,253917-0,4,4,1
sanxia,253920-2,253923-1,3,3,1
sanxia,253920-2,253924-2,2,2,1
sanxia,253920-2,5885-144,2,2,1
sanxia,253920-2,124924-2,1,1,1
sanxia,253920-2,253922-2,1,1,1
sanxia,253921-0,253940-2,14786,14776,0.9993
sanxia,253921-0,253921-1,8344,8343,0.9999
sanxia,253921-0,253921-2,6161,6158,0.9995
sanxia,253921-0,253927-1,6055,6048,0.9988
sanxia,253921-0,15113-130,2555,2552,0.9988
sanxia,253921-0,253936-2,602,598,0.9934
sanxia,253921-0,253906-0,371,371,1
sanxia,253921-0,253940-0,351,348,0.9915
sanxia,253921-0,253904-1,320,319,0.9969
sanxia,253921-0,253931-1,178,178,1
sanxia,253921-0,253936-1,176,173,0.983
sanxia,253921-0,253892-5,173,141,0.815
sanxia,253921-0,253940-1,133,133,1
sanxia,253921-0,15578-129,83,83,1
sanxia,253921-0,253892-2,71,70,0.9859
sanxia,253921-0,15578-128,64,64,1
sanxia,253921-0,253927-0,53,53,1
sanxia,253921-0,253941-0,46,46,1
sanxia,253921-0,259775-1,30,30,1
sanxia,253921-0,253895-0,17,17,1
sanxia,253921-0,253890-2,15,15,1
sanxia,253921-0,7320-144,14,13,0.9286
sanxia,253921-0,253927-2,12,12,1
sanxia,253921-0,7318-144,7,1,0.1429
sanxia,253921-0,238397-0,4,4,1
sanxia,253921-0,259775-2,3,3,1
sanxia,253921-0,253892-4,2,2,1
sanxia,253921-0,253892-3,2,2,1
sanxia,253921-0,253892-1,1,1,1
sanxia,253921-0,238397-1,1,1,1
sanxia,253921-0,15578-130,1,1,1
sanxia,253921-0,253902-2,1,1,1
sanxia,253921-0,253916-0,1,1,1
sanxia,253921-1,253940-1,17164,17162,0.9999
sanxia,253921-1,253906-0,15069,15066,0.9998
sanxia,253921-1,253921-0,8232,8229,0.9996
sanxia,253921-1,253940-2,7354,7349,0.9993
sanxia,253921-1,253895-0,4702,4700,0.9996
sanxia,253921-1,253921-2,4009,4007,0.9995
sanxia,253921-1,253916-1,2535,2535,1
sanxia,253921-1,253895-1,2176,2172,0.9982
sanxia,253921-1,253916-0,959,957,0.9979
sanxia,253921-1,253912-2,771,767,0.9948
sanxia,253921-1,253895-2,671,670,0.9985
sanxia,253921-1,253928-0,313,312,0.9968
sanxia,253921-1,253927-1,251,250,0.996
sanxia,253921-1,253902-1,238,237,0.9958
sanxia,253921-1,253902-2,173,173,1
sanxia,253921-1,253892-1,126,124,0.9841
sanxia,253921-1,253892-5,107,105,0.9813
sanxia,253921-1,259775-1,76,76,1
sanxia,253921-1,253906-1,69,69,1
sanxia,253921-1,253892-4,60,53,0.8833
sanxia,253921-1,253916-2,51,51,1
sanxia,253921-1,253933-1,31,31,1
sanxia,253921-1,253931-1,29,29,1
sanxia,253921-1,253933-2,27,26,0.963
sanxia,253921-1,253892-2,24,24,1
sanxia,253921-1,253906-2,21,21,1
sanxia,253921-1,253941-0,18,18,1
sanxia,253921-1,253941-1,15,15,1
sanxia,253921-1,253904-1,15,13,0.8667
sanxia,253921-1,253902-0,8,8,1
sanxia,253921-1,253913-0,4,3,0.75
sanxia,253921-1,15579-130,2,2,1
sanxia,253921-1,253890-2,1,1,1
sanxia,253921-1,253894-1,1,1,1
sanxia,253921-2,253927-2,77698,77678,0.9997
sanxia,253921-2,253940-2,12989,12985,0.9997
sanxia,253921-2,253927-1,12565,12558,0.9994
sanxia,253921-2,253904-1,7014,7009,0.9993
sanxia,253921-2,253931-1,5255,5252,0.9994
sanxia,253921-2,253921-0,4825,4821,0.9992
sanxia,253921-2,238397-0,4695,4689,0.9987
sanxia,253921-2,253921-1,3575,3573,0.9994
sanxia,253921-2,253931-0,3078,3073,0.9984
sanxia,253921-2,253906-2,2079,2078,0.9995
sanxia,253921-2,238397-1,1753,1748,0.9971
sanxia,253921-2,253906-0,789,787,0.9975
sanxia,253921-2,253906-1,255,253,0.9922
sanxia,253921-2,253894-1,251,251,1
sanxia,253921-2,253892-5,206,190,0.9223
sanxia,253921-2,253941-0,128,126,0.9844
sanxia,253921-2,253916-0,44,44,1
sanxia,253921-2,253904-2,36,36,1
sanxia,253921-2,253893-0,24,24,1
sanxia,253921-2,253916-2,19,19,1
sanxia,253921-2,7320-144,14,10,0.7143
sanxia,253921-2,253940-1,13,13,1
sanxia,253921-2,253941-2,13,13,1
sanxia,253921-2,253892-4,8,6,0.75
sanxia,253921-2,253916-1,4,4,1
sanxia,253921-2,238397-2,3,3,1
sanxia,253921-2,238455-16,2,1,0.5
sanxia,253921-2,15578-130,2,2,1
sanxia,253921-2,253895-2,2,1,0.5
sanxia,253921-2,253931-2,2,2,1
sanxia,253921-2,253895-0,1,1,1
sanxia,253921-2,7318-144,1,0,0
sanxia,253921-2,5641-129,1,1,1
sanxia,253921-2,259775-1,1,1,1
sanxia,253922-0,15117-128,3494,3492,0.9994
sanxia,253922-0,253920-2,1814,1809,0.9972
sanxia,253922-0,253918-2,1803,1802,0.9994
sanxia,253922-0,253918-1,1617,1615,0.9988
sanxia,253922-0,253937-0,1415,1410,0.9965
sanxia,253922-0,15117-130,1231,1228,0.9976
sanxia,253922-0,15117-129,986,985,0.999
sanxia,253922-0,124898-1,778,775,0.9961
sanxia,253922-0,253918-0,450,449,0.9978
sanxia,253922-0,259779-1,397,396,0.9975
sanxia,253922-0,253922-1,263,263,1
sanxia,253922-0,259779-2,249,249,1
sanxia,253922-0,15115-130,78,78,1
sanxia,253922-0,253920-1,68,67,0.9853
sanxia,253922-0,253929-0,64,61,0.9531
sanxia,253922-0,253900-1,56,54,0.9643
sanxia,253922-0,253929-1,44,42,0.9545
sanxia,253922-0,253900-2,41,40,0.9756
sanxia,253922-0,253917-0,27,27,1
sanxia,253922-0,253929-2,18,18,1
sanxia,253922-0,253922-2,17,17,1
sanxia,253922-0,253920-0,14,13,0.9286
sanxia,253922-0,7336-144,11,10,0.9091
sanxia,253922-0,253923-1,9,9,1
sanxia,253922-0,253926-1,9,9,1
sanxia,253922-0,253924-2,7,7,1
sanxia,253922-0,253919-0,6,6,1
sanxia,253922-0,253928-1,5,5,1
sanxia,253922-0,253938-0,5,5,1
sanxia,253922-0,7367-144,2,2,1
sanxia,253922-1,253920-1,5210,5203,0.9987
sanxia,253922-1,253938-0,5089,5087,0.9996
sanxia,253922-1,253922-2,3352,3351,0.9997
sanxia,253922-1,5660-128,2555,2547,0.9969
sanxia,253922-1,15115-130,2325,2325,1
sanxia,253922-1,253937-0,1826,1821,0.9973
sanxia,253922-1,15117-129,1633,1632,0.9994
sanxia,253922-1,253937-2,1048,1044,0.9962
sanxia,253922-1,253919-1,629,625,0.9936
sanxia,253922-1,253937-1,469,465,0.9915
sanxia,253922-1,253938-2,332,332,1
sanxia,253922-1,253922-0,244,243,0.9959
sanxia,253922-1,124898-1,166,165,0.994
sanxia,253922-1,15116-130,156,156,1
sanxia,253922-1,124898-0,134,131,0.9776
