S_SECTOR_ID,N_SECTOR_ID
259772-1,15114-129
259772-1,253906-0
259772-1,253941-1
259772-1,253899-1
259772-1,253923-2
259772-1,259782-2
259772-1,253912-1
259772-1,253934-2
259772-1,7317-144
259772-1,15113-5
259772-1,253891-1
259772-1,7316-144
259772-1,253902-0
259772-1,253922-1
259772-1,253902-1
259772-1,253935-1
259772-1,15579-128
259772-1,253910-2
259772-2,253940-0
259772-2,47520-16
259772-2,124712-0
259772-2,253911-1
259772-2,253935-0
259772-2,253900-1
259772-2,15579-130
259772-2,253928-1
259772-2,253914-0
259772-2,253906-2
259772-2,253934-1
259772-2,253924-0
259772-2,253919-2
259772-2,253920-2
259772-2,253921-0
259772-2,15113-128
259772-2,259775-2
259772-2,15113-129
259772-2,253907-2
259772-2,253929-1
259772-2,253917-0
259772-2,253927-1
259772-2,253921-2
259772-2,47519-16
259772-2,124712-2
259772-2,124924-1
259772-2,253918-2
259772-2,253907-0
259772-2,253916-0
259772-2,253941-0
259772-2,253895-0
259772-2,253907-4
259772-2,253921-1
259772-2,15114-129
259772-2,124818-0
259772-2,253892-3
259772-2,253895-1
259772-2,253935-1
259772-2,15579-128
259772-2,253922-0
259772-2,253908-2
259772-2,253933-1
259772-2,7318-144
259772-2,253891-0
259772-2,253923-0
259772-2,253907-3
259772-2,253934-0
259772-2,253908-0
259772-2,253912-0
259772-2,7360-144
259772-2,253941-1
259772-2,124712-1
259772-2,259772-1
259772-2,259779-0
259772-2,253906-1
259772-2,253936-1
259772-2,7313-144
259772-2,253923-1
259772-2,253933-0
259772-2,253934-2
259772-2,253940-2
259772-2,253890-0
259772-2,253891-1
259772-2,15113-5
259772-2,253892-4
259772-2,253908-1
259772-2,259782-2
259772-2,7385-144
259772-2,253923-2
259772-2,7317-144
259772-2,253926-1
259772-2,253919-0
259772-2,253895-2
259772-2,7296-144
259772-2,253892-1
259772-2,253913-0
259772-2,253933-2
259772-2,253928-2
259772-2,124924-0
259772-2,253926-2
259772-2,5885-144
259772-2,7316-144
259772-2,253900-0
259772-2,15578-128
259772-2,253917-2
259772-2,253899-2
259772-2,47501-16
259772-2,47593-16
259772-2,253936-0
259772-2,15114-130
259772-2,253941-2
259772-2,253914-1
259772-2,259775-1
259772-2,253940-1
259772-2,253892-0
259772-2,253919-1
259772-2,253926-0
259772-2,253913-1
259772-2,15578-129
259772-2,253912-1
259772-2,253916-2
259772-2,253900-2
259772-2,253918-0
259772-2,7299-144
259772-2,253932-1
259772-2,253891-2
259772-2,7320-144
259772-2,253890-2
259772-2,259772-0
259772-2,15114-128
259772-2,253929-0
259772-2,253912-2
259772-2,7300-144
259772-2,15117-130
259772-2,15113-3
259772-2,253902-0
259772-2,253899-0
259772-2,253929-2
259772-2,253907-1
259772-2,253907-5
259772-2,253916-1
259772-2,15579-129
259772-2,259753-16
259772-2,253936-2
259772-2,47489-16
259772-2,253892-2
259772-2,253898-0
259772-2,47484-16
259772-2,253898-1
259772-2,253909-0
259772-2,15113-4
259772-2,253911-2
259772-2,253928-0
259772-2,253902-2
259772-2,253892-5
259772-2,253899-1
259772-2,253902-1
259772-2,253909-2
259772-2,238455-16
259772-2,253894-1
259772-2,15117-129
259772-2,253935-2
259772-2,259779-1
259772-2,253910-2
259772-2,47592-16
259772-2,7319-144
259772-2,253917-1
259772-2,253906-0
259772-2,15578-130
259772-2,253909-1
259772-2,253931-1
259772-2,124924-2
259772-2,253913-2
259772-2,47507-16
259772-2,253924-2
259772-2,259779-2
259772-2,15113-130
259772-2,253890-1
259772-2,7297-144
259772-2,253914-2
259775-0,15113-3
259775-0,253898-1
259775-0,7401-128
259775-0,5641-130
259775-0,7201-128
259775-0,238397-0
259775-0,7202-129
259775-0,253895-1
259775-0,253934-0
259775-0,253908-1
259775-0,253894-2
259775-0,259775-2
259775-0,7400-128
259775-0,15113-130
259775-0,253934-2
259775-0,15113-5
259775-0,253912-0
259775-0,253890-0
259775-0,47443-0
259775-0,253904-1
259775-0,253935-1
259775-0,47484-16
259775-0,253906-0
259775-0,238397-1
259775-0,124711-0
259775-0,259778-1
259775-0,15113-128
259775-0,253940-2
259775-0,253908-0
259775-0,253906-2
259775-0,253904-2
259775-0,253910-0
259775-0,253892-3
259775-0,7319-144
259775-0,253903-0
259775-0,7202-130
259775-0,47588-16
259775-0,15578-130
259775-0,253931-1
259775-0,253927-0
259775-0,7202-128
259775-0,253892-2
259775-0,47592-16
259775-0,253901-0
259775-0,253914-2
259775-0,253906-1
259775-0,47590-16
259775-0,253911-0
259775-0,253936-1
259775-0,253921-0
259775-0,124673-0
259775-0,253890-1
259775-0,253896-0
259775-0,253927-2
259775-0,253910-1
259775-0,5691-128
259775-0,253901-2
259775-0,47507-16
259775-0,253941-1
259775-0,7318-144
259775-0,253931-0
259775-0,5641-128
259775-0,124673-2
259775-0,47443-1
259775-0,253895-0
259775-0,253927-1
259775-0,253921-2
259775-0,253896-1
259775-0,47444-1
259775-0,253893-2
259775-0,253916-0
259775-0,253933-1
259775-0,15113-129
259775-0,274161-128
259775-0,253921-1
259775-0,253930-129
259775-0,124818-0
259775-0,253934-1
259775-0,7400-129
259775-0,253916-1
259775-0,253932-0
259775-0,253894-0
259775-0,253933-2
259775-0,253936-0
259775-0,253935-2
259775-0,259775-1
259775-0,7320-144
259775-0,124711-1
259775-0,253902-0
259775-0,7316-144
259775-0,253890-2
259775-0,253928-0
259775-0,238455-16
259775-0,253941-2
259775-0,253892-5
259775-0,253939-1
259775-0,253931-2
259775-0,253912-2
259775-0,274161-130
259775-0,124812-0
259775-0,253910-2
259775-0,253899-0
259775-0,253901-1
259775-0,253902-2
259775-0,253911-1
259775-0,259778-0
259775-0,253894-1
259775-0,15579-130
259775-0,7296-144
259775-0,5641-129
259775-0,253898-0
259775-0,253939-0
259775-0,238455-17
259775-0,253902-1
259775-0,124711-2
259775-0,253932-2
259775-0,253893-1
259775-0,253909-2
259775-0,253939-2
259775-0,253898-2
259775-0,253940-0
259775-0,253896-2
259775-0,259772-0
259775-0,253904-0
259775-0,253914-0
259775-0,253905-1
259775-0,253892-0
259775-0,253895-2
259775-0,15113-4
259775-0,253903-1
259775-0,7295-144
259775-0,253909-0
259775-0,253911-2
259775-0,253932-1
259775-0,253940-1
259775-0,253905-2
259775-0,253913-0
259775-0,253935-0
259775-0,253892-1
259775-0,7298-144
259775-0,253936-2
259775-0,253928-2
259775-0,253905-0
259775-0,253930-130
259775-0,15578-129
259775-0,15578-128
259775-0,47501-16
259775-0,253916-2
259775-0,253914-1
259775-0,124673-1
259775-0,253893-0
259775-0,238397-2
259775-0,253930-128
259775-0,7400-130
259775-0,253892-4
259775-0,7360-144
259775-0,253941-0
259775-0,15579-128
259775-0,7385-144
259775-0,253908-2
259775-1,238397-1
259775-1,15113-128
259775-1,15113-129
259775-1,124673-0
259775-1,253891-0
259775-1,274161-128
259775-1,253892-3
259775-1,253910-0
259775-1,253940-2
259775-1,253912-2
259775-1,274161-130
259775-1,253905-2
259775-1,253913-0
259775-1,259772-0
259775-1,253902-2
259775-1,15113-4
259775-1,253934-1
259775-1,7295-144
259775-1,253896-0
259775-1,5691-128
259775-1,253941-2
259775-1,253939-2
259775-1,7202-128
259775-1,274161-129
259775-1,47507-16
259775-1,253898-1
259775-1,253928-0
259775-1,253892-2
259775-1,124711-1
259775-1,253940-0
259775-1,253914-2
259775-1,253936-0
259775-1,259778-1
259775-1,253909-1
259775-1,253916-2
259775-1,15578-129
259775-1,15578-128
259775-1,47501-16
259775-1,253908-0
259775-1,253914-1
259775-1,253904-2
259775-1,124673-1
259775-1,15113-130
259775-1,7400-128
259775-1,253940-1
259775-1,253892-1
259775-1,253904-1
259775-1,253935-0
259775-1,7298-144
259775-1,253932-1
259775-1,253908-2
259775-1,124711-0
259775-1,253909-0
259775-1,253911-2
259775-1,47443-0
259775-1,253935-2
259775-1,253899-2
259775-1,238455-16
259775-1,253892-5
259775-1,253909-2
259775-1,253893-1
259775-1,259772-2
259775-1,253930-128
259775-1,253898-2
259775-1,7400-130
259775-1,253932-0
259775-1,259775-0
259775-1,7360-144
259775-1,253894-0
259775-1,253904-0
259775-1,47484-16
259775-1,7319-144
259775-1,253906-2
259775-1,253903-0
259775-1,15578-130
259775-1,253933-1
259775-1,47588-16
259775-1,7400-129
259775-1,253941-1
259775-1,259775-2
259775-1,253912-0
259775-1,5641-128
259775-1,253934-2
259775-1,15113-5
259775-1,253935-1
259775-1,253890-0
259775-1,253906-0
259775-1,47444-1
259775-1,253921-0
259775-1,253890-1
259775-1,253892-0
259775-1,253895-2
259775-1,253927-2
259775-1,253903-1
259775-1,253910-1
259775-1,7201-128
259775-1,253914-0
259775-1,253908-1
259775-1,253931-1
259775-1,47443-1
259775-1,253912-1
259775-1,253907-3
259775-1,47592-16
259775-1,47590-16
259775-1,253896-2
259775-1,253927-0
259775-1,253906-1
259775-1,253941-0
259775-1,253893-2
259775-1,5641-129
259775-1,253921-1
259775-1,253930-129
259775-1,253898-0
259775-1,124818-0
259775-1,7318-144
259775-1,124711-2
259775-1,253933-2
259775-1,124812-0
259775-1,253921-2
259775-1,253896-1
259775-1,253895-0
259775-1,253927-1
259775-1,253899-0
259775-1,253916-0
259775-1,253931-0
259775-1,253911-1
259775-1,253901-1
259775-1,259778-0
259775-1,7320-144
259775-1,238397-0
259775-1,253895-1
259775-1,7316-144
259775-1,253902-0
259775-1,253934-0
259775-1,253890-2
259775-1,253933-0
259775-1,7202-129
259775-1,253894-2
259775-1,253931-2
259775-1,253907-0
259775-1,253901-2
259775-1,253939-1
259775-1,15113-3
259775-1,238397-2
259775-1,259782-2
259775-1,5641-130
259775-1,253892-4
259775-1,253901-0
259775-1,253936-1
259775-1,15579-128
259775-1,7385-144
259775-1,253911-0
259775-1,15579-129
259775-1,253916-1
259775-1,253928-2
259775-1,15579-130
259775-1,253905-0
259775-1,253894-1
259775-1,253936-2
259775-1,7296-144
259775-1,253930-130
259775-1,253905-1
259775-1,253902-1
259775-1,238455-17
259775-1,253893-0
259775-1,253939-0
259775-1,253932-2
259775-1,253910-2
259775-2,253940-0
259775-2,47459-2
259775-2,253896-0
259775-2,15113-4
259775-2,253899-2
259775-2,253934-1
259775-2,253904-0
259775-2,7298-144
259775-2,259778-1
259775-2,253935-0
259775-2,253901-2
259775-2,47590-16
259775-2,253911-0
259775-2,259778-0
259775-2,253936-1
259775-2,253921-0
259775-2,253927-2
259775-2,5641-129
259775-2,253892-0
259775-2,253895-2
259775-2,253898-0
259775-2,253930-129
259775-2,124818-0
259775-2,253892-1
259775-2,238455-16
259775-2,253939-1
259775-2,253941-1
259775-2,15113-3
259775-2,7318-144
259775-2,253931-0
259775-2,253935-2
259775-2,47443-2
259775-2,253771-0
259775-2,15578-128
259775-2,47444-1
259775-2,7400-129
259775-2,253916-0
259775-2,253907-0
259775-2,15579-129
259775-2,253933-1
259775-2,47459-1
259775-2,124673-2
259775-2,15113-129
259775-2,274161-128
259775-2,253921-1
259775-2,5641-130
259775-2,253912-0
259775-2,253890-2
259775-2,253892-4
259775-2,253928-0
259775-2,253939-0
259775-2,253902-2
259775-2,253936-2
259775-2,238397-2
259775-2,253905-0
259775-2,7385-144
259775-2,259775-1
259775-2,15113-5
259775-2,7401-128
259775-2,124711-1
259775-2,253902-0
259775-2,253895-1
259775-2,253892-3
259775-2,7202-129
259775-2,253903-0
259775-2,253916-1
259775-2,47588-16
259775-2,15579-128
259775-2,253931-2
259775-2,238397-1
259775-2,253928-2
259775-2,253934-2
259775-2,253910-2
259775-2,7320-144
259775-2,253903-2
259775-2,253901-1
259775-2,124711-2
259775-2,253933-2
259775-2,15579-130
259775-2,274161-129
259775-2,7296-144
259775-2,253903-1
259775-2,253896-2
259775-2,124712-0
259775-2,7295-144
259775-2,253941-2
259775-2,253935-1
259775-2,253911-1
259775-2,253902-1
259775-2,253936-0
259775-2,253914-0
259775-2,253939-2
259775-2,259778-2
259775-2,274161-130
259775-2,253898-1
259775-2,7202-128
259775-2,253898-2
259775-2,15578-129
259775-2,253904-2
259775-2,47443-0
259775-2,253909-0
259775-2,253911-2
259775-2,47484-16
259775-2,124711-0
259775-2,253893-1
259775-2,259772-2
259775-2,253909-2
259775-2,47501-16
259775-2,253934-0
259775-2,124673-1
259775-2,253893-0
259775-2,253894-2
259775-2,253940-1
259775-2,253905-1
259775-2,253895-0
259775-2,253930-130
259775-2,7400-130
259775-2,253913-0
259775-2,253916-2
259775-2,259772-0
259775-2,253905-2
259775-2,253896-1
259775-2,238397-0
259775-2,253910-0
259775-2,7319-144
259775-2,253941-0
259775-2,253906-0
259775-2,5641-128
259775-2,47443-1
259775-2,253890-0
259775-2,253771-1
259775-2,124812-1
259775-2,253908-1
259775-2,7360-144
259775-2,253892-5
259775-2,259775-0
259775-2,253932-0
259775-2,253893-2
259775-2,253894-0
259775-2,7201-128
259775-2,253912-2
259775-2,253930-128
259775-2,47459-0
259775-2,47592-16
259775-2,253914-2
259775-2,253910-1
259775-2,5691-128
259775-2,253904-1
259775-2,253906-1
259775-2,238455-17
259775-2,15578-130
259775-2,253908-2
259775-2,253894-1
259775-2,253927-0
259775-2,7400-128
259775-2,124673-0
259775-2,253892-2
259775-2,253890-1
259775-2,253940-2
259775-2,253908-0
259775-2,253906-2
259775-2,253932-2
259775-2,15113-130
259775-2,15113-128
259775-2,124812-2
259775-2,253901-0
259775-2,253914-1
259775-2,253931-1
259775-2,253932-1
259775-2,124812-0
259775-2,253927-1
259775-2,253921-2
259778-0,253936-0
259778-0,15121-129
259778-0,253771-0
259778-0,124812-0
259778-0,15578-128
259778-0,124711-2
259778-0,253771-2
259778-0,124812-2
259778-0,15121-128
259778-0,253904-1
259778-0,7400-128
259778-0,124818-2
259778-0,253898-2
259778-0,253930-128
259778-0,124818-1
259778-0,238397-2
259778-0,47443-0
259778-0,47459-0
259778-0,7202-129
259778-0,253904-2
259778-0,253893-1
259778-0,259775-2
259778-0,253903-0
259778-0,253904-0
259778-0,15513-129
259778-0,238397-1
259778-0,124711-0
259778-0,259778-1
259778-0,7400-130
259778-0,259775-0
259778-0,47444-1
259778-0,124673-0
259778-0,253932-2
259778-0,7400-129
259778-0,238455-17
259778-0,253906-2
259778-0,274161-128
259778-0,7319-144
259778-0,5691-128
259778-0,253906-1
259778-0,253927-0
259778-0,253921-2
259778-0,253927-1
259778-0,124712-2
259778-0,253921-0
259778-0,7201-128
259778-0,124812-1
259778-0,15322-130
259778-0,253934-1
259778-0,253927-2
259778-0,47443-1
259778-0,253893-2
259778-0,5641-128
259778-0,253941-0
259778-0,7202-128
259778-0,253931-1
259778-0,238455-16
259778-0,253941-2
259778-0,5641-129
259778-0,253939-1
259778-0,259778-2
259778-0,124818-0
259778-0,253930-129
259778-0,5641-130
259778-0,253898-1
259778-0,47443-2
259778-0,124673-2
259778-0,253901-1
259778-0,7318-144
259778-0,253931-0
259778-0,15121-130
259778-0,253931-2
259778-0,7401-130
259778-0,253901-2
259778-0,7320-144
259778-0,15513-130
259778-0,47459-1
259778-0,253898-0
259778-0,253901-0
259778-0,7401-128
259778-0,259775-1
259778-0,253771-1
259778-0,253894-0
259778-0,253932-0
259778-0,253905-2
259778-0,7295-144
259778-0,253903-1
259778-0,253934-2
259778-0,274161-130
259778-0,253893-0
259778-0,47588-16
259778-0,253786-1
259778-0,253905-1
259778-0,253939-0
259778-0,253903-2
259778-0,253930-130
259778-0,7296-144
259778-0,15578-129
259778-0,7401-129
259778-0,15513-128
259778-0,253936-2
259778-0,47459-2
259778-0,124711-1
259778-0,253939-2
259778-0,253905-0
259778-0,7298-144
259778-0,253932-1
259778-0,253894-2
259778-0,238397-0
259778-0,124673-1
259778-1,253786-1
259778-1,15513-129
259778-1,253906-0
259778-1,238397-1
259778-1,15322-130
259778-1,7319-144
259778-1,5641-128
259778-1,259775-0
259778-1,253893-2
259778-1,47443-1
259778-1,253931-2
259778-1,7320-144
259778-1,253898-1
259778-1,253786-0
259778-1,253901-1
259778-1,7296-144
259778-1,253894-1
259778-1,124712-0
259778-1,274161-130
259778-1,7295-144
259778-1,124812-0
259778-1,253936-0
259778-1,124711-2
259778-1,238455-17
259778-1,5641-129
259778-1,253932-2
259778-1,253941-2
259778-1,259778-2
259778-1,5691-128
259778-1,253904-0
259778-1,253895-2
259778-1,47459-2
259778-1,124711-0
259778-1,7298-144
259778-1,253932-1
259778-1,253940-0
259778-1,7401-129
259778-1,253898-2
259778-1,253939-2
259778-1,15578-129
259778-1,47443-0
259778-1,15513-128
259778-1,253893-1
259778-1,253904-2
259778-1,253905-1
259778-1,15322-129
259778-1,253930-130
259778-1,253928-2
259778-1,15121-128
259778-1,7400-130
259778-1,124818-2
259778-1,253905-2
259778-1,15121-129
259778-1,253771-0
259778-1,253916-2
259778-1,15578-128
259778-1,238455-16
259778-1,253893-0
259778-1,124673-1
259778-1,253941-0
259778-1,253934-2
259778-1,238397-2
259778-1,124818-1
259778-1,253930-128
259778-1,47459-0
259778-1,124812-1
259778-1,124712-2
259778-1,7201-128
259778-1,7202-129
259778-1,259775-2
259778-1,253903-0
259778-1,124812-2
259778-1,15578-130
259778-1,253903-2
259778-1,253927-0
259778-1,7400-128
259778-1,253904-1
259778-1,253906-1
259778-1,124673-0
259778-1,7401-130
259778-1,253940-2
259778-1,253903-1
259778-1,47588-16
259778-1,253906-2
259778-1,253927-2
259778-1,253898-0
259778-1,253901-0
259778-1,253771-2
259778-1,253934-1
259778-1,7202-128
259778-1,259778-0
259778-1,253931-1
259778-1,47590-16
259778-1,15121-130
259778-1,253927-1
259778-1,253921-2
259778-1,253901-2
259778-1,253921-0
259778-1,47459-1
259778-1,253921-1
259778-1,274161-128
259778-1,253939-1
259778-1,253930-129
259778-1,47443-2
259778-1,124712-1
259778-1,253941-1
259778-1,7318-144
259778-1,253931-0
259778-1,47444-1
259778-1,253916-0
259778-1,124673-2
259778-1,7400-129
259778-1,253894-2
259778-1,5641-130
259778-1,238397-0
259778-1,15513-130
259778-1,124818-0
259778-1,253939-0
259778-1,124711-1
259778-1,7401-128
259778-1,253936-2
259778-1,253928-0
259778-1,253894-0
259778-1,259775-1
259778-1,253771-1
259778-1,253905-0
259778-1,253932-0
259778-1,274161-129
259778-2,253893-0
259778-2,253939-2
259778-2,7202-128
259778-2,253893-1
259778-2,5691-128
259778-2,7400-129
259778-2,47459-1
259778-2,124673-0
259778-2,5641-128
259778-2,253941-0
259778-2,124712-2
259778-2,47444-1
259778-2,7318-144
259778-2,124818-0
259778-2,15322-130
259778-2,253893-2
259778-2,7201-128
259778-2,124812-1
259778-2,253921-2
259778-2,253930-129
259778-2,124712-1
259778-2,47443-1
259778-2,47443-2
259778-2,253894-2
259778-2,15513-130
259778-2,274161-129
259778-2,253916-0
259778-2,253931-0
259778-2,5641-130
259778-2,124673-2
259778-2,238397-0
259778-2,253941-2
259778-2,7320-144
259778-2,253939-1
259778-2,124712-0
259778-2,7401-128
259778-2,238397-2
259778-2,124711-2
259778-2,7401-130
259778-2,253903-0
259778-2,253901-1
259778-2,253898-0
259778-2,238397-1
259778-2,259778-0
259778-2,253931-2
259778-2,253901-2
259778-2,5641-129
259778-2,47588-16
259778-2,7202-129
259778-2,15121-130
259778-2,253939-0
259778-2,253903-2
259778-2,124812-0
259778-2,274161-130
259778-2,253786-0
259778-2,253894-1
259778-2,253905-1
259778-2,253898-2
259778-2,253930-130
259778-2,15121-128
259778-2,253905-2
259778-2,7401-129
259778-2,253928-2
259778-2,253905-0
259778-2,7298-144
259778-2,124673-1
259778-2,47459-2
259778-2,253771-2
259778-2,253928-0
259778-2,238455-16
259778-2,15121-129
259778-2,253771-0
259778-2,124812-2
259778-2,47459-0
259778-2,15322-129
259778-2,7400-130
259778-2,124818-2
259778-2,253916-2
259778-2,253904-1
259778-2,259775-2
259778-2,7400-128
259778-2,253904-0
259778-2,253930-128
259778-2,124818-1
259778-2,47443-0
259778-2,253771-1
259778-2,253906-2
259778-2,253904-2
259778-2,259778-1
259778-2,253894-0
259778-2,7319-144
259778-2,15513-129
259778-2,253906-1
259778-2,253927-0
259778-2,253931-1
259778-2,274161-128
259778-2,253903-1
259778-2,253901-0
259778-2,253927-2
259778-2,15513-128
259779-0,253907-1
259779-0,253899-0
259779-0,253935-0
259779-0,253915-2
259779-0,253911-1
259779-0,253919-0
259779-0,124712-0
259779-0,259753-16
259779-0,15114-129
259779-0,253908-2
259779-0,15114-128
259779-0,253919-2
259779-0,259761-0
259779-0,253920-2
259779-0,253938-2
259779-0,253909-1
259779-0,253924-1
259779-0,253924-0
259779-0,253907-3
259779-0,124924-1
259779-0,259682-2
259779-0,253922-0
259779-0,253895-1
259779-0,253911-2
259779-0,253909-0
259779-0,253913-1
259779-0,7360-144
259779-0,15496-128
259779-0,253937-1
259779-0,47484-16
259779-0,253909-2
259779-0,259772-2
259779-0,253923-0
259779-0,253934-0
259779-0,253899-2
259779-0,253915-0
259779-0,259761-5
259779-0,253922-2
259779-0,124898-0
259779-0,7385-144
259779-0,7313-144
259779-0,253917-0
259779-0,253890-0
259779-0,253937-0
259779-0,259772-1
259779-0,253929-1
259779-0,15113-128
259779-0,47468-0
259779-0,15113-129
259779-0,253891-0
259779-0,47592-16
259779-0,7317-144
259779-0,253914-2
259779-0,253929-2
259779-0,5660-128
259779-0,253917-1
259779-0,253913-2
259779-0,259779-2
259779-0,15116-128
259779-0,124898-1
259779-0,259761-2
259779-0,253910-0
259779-0,253915-1
259779-0,15115-128
259779-0,15115-129
259779-0,253908-1
259779-0,259781-2
259779-0,259682-0
259779-0,253920-1
259779-0,47507-16
259779-0,259782-1
259779-0,47519-16
259779-0,7297-144
259779-0,253934-1
259779-0,253918-2
259779-0,253910-1
259779-0,259761-3
259779-0,124924-2
259779-0,253937-2
259779-0,253890-1
259779-0,15116-129
259779-0,253918-1
259779-0,253914-1
259779-0,253907-5
259779-0,7336-144
259779-0,15579-129
259779-0,253916-1
259779-0,47489-16
259779-0,253900-2
259779-0,253929-0
259779-0,253907-0
259779-0,253911-0
259779-0,7300-144
259779-0,253910-2
259779-0,253907-4
259779-0,253917-2
259779-0,124713-2
259779-0,259761-4
259779-0,253891-1
259779-0,47468-2
259779-0,253907-2
259779-0,259781-0
259779-0,253900-0
259779-0,253890-2
259779-0,47593-16
259779-0,253933-0
259779-0,259782-2
259779-0,15113-3
259779-0,15116-130
259779-0,253935-2
259779-0,5682-128
259779-0,253926-0
259779-0,7316-144
259779-0,253896-2
259779-0,253935-1
259779-0,259772-0
259779-0,15496-129
259779-0,253938-1
259779-0,253922-1
259779-0,253923-1
259779-0,15117-129
259779-0,15117-130
259779-0,15496-130
259779-0,15117-128
259779-0,253926-2
259779-0,274142-144
259779-0,253913-0
259779-0,5885-144
259779-0,253912-0
259779-0,253900-1
259779-0,124924-0
259779-0,253923-2
259779-0,253928-1
259779-0,253926-1
259779-0,47520-16
259779-0,7299-144
259779-0,253938-0
259779-0,253919-1
259779-0,15114-130
259779-0,7200-128
259779-0,259782-0
259779-0,15113-4
259779-0,47467-2
259779-0,259779-1
259779-0,15115-130
259779-0,259682-1
259779-0,253914-0
259779-0,253918-0
259779-0,253899-1
259779-0,253912-1
259779-0,7367-144
259779-0,253891-2
259779-0,253908-0
259779-0,7335-144
259779-0,124923-1
259779-0,259761-1
259779-0,253924-2
259779-0,253896-1
259779-0,253920-0
259779-1,253912-0
259779-1,47519-16
259779-1,124898-0
259779-1,253915-0
259779-1,259779-0
259779-1,253922-2
259779-1,7385-144
259779-1,5660-128
259779-1,259779-2
259779-1,253929-0
259779-1,253916-1
259779-1,47489-16
259779-1,7299-144
259779-1,7300-144
259779-1,253910-2
259779-1,253919-1
259779-1,253917-2
259779-1,124713-2
259779-1,253914-2
259779-1,259682-1
259779-1,15294-128
259779-1,253929-2
259779-1,124898-1
259779-1,253907-5
259779-1,253926-1
259779-1,253899-0
259779-1,253919-0
259779-1,253907-1
259779-1,253938-1
259779-1,253929-1
259779-1,124713-1
259779-1,124712-0
259779-1,253911-1
259779-1,15117-129
259779-1,259753-16
259779-1,15114-130
259779-1,47468-0
259779-1,253900-1
259779-1,15117-128
259779-1,253950-1
259779-1,5885-144
259779-1,253926-2
259779-1,259781-1
259779-1,259761-5
259779-1,253914-1
259779-1,47467-2
259779-1,253899-2
259779-1,253919-2
259779-1,253918-0
259779-1,253911-2
259779-1,253909-0
259779-1,253924-0
259779-1,253935-0
259779-1,253913-1
259779-1,253938-0
259779-1,47484-16
259779-1,259772-2
259779-1,253909-2
259779-1,7200-128
259779-1,47520-16
259779-1,259584-2
259779-1,253918-1
259779-1,253938-2
259779-1,253950-2
259779-1,253928-1
259779-1,124713-0
259779-1,253935-2
259779-1,15496-129
259779-1,259772-0
259779-1,15117-130
259779-1,15114-128
259779-1,15496-130
259779-1,253913-0
259779-1,5660-130
259779-1,7313-144
259779-1,253917-0
259779-1,253895-1
259779-1,259761-3
259779-1,259682-2
259779-1,253922-0
259779-1,7360-144
259779-1,259781-2
259779-1,253908-1
259779-1,253937-1
259779-1,15496-128
259779-1,253920-1
259779-1,253923-0
259779-1,253949-2
259779-1,259782-1
259779-1,47468-1
259779-1,15514-129
259779-1,274142-144
259779-1,253910-1
259779-1,259761-0
259779-1,253908-2
259779-1,124924-0
259779-1,253917-1
259779-1,15114-129
259779-1,253924-1
259779-1,253920-2
259779-1,253914-0
259779-1,253907-3
259779-1,253915-1
259779-1,15116-128
259779-1,253909-1
259779-1,253912-1
259779-1,253890-1
259779-1,253923-2
259779-1,124923-1
259779-1,253935-1
259779-1,253908-0
259779-1,253922-1
259779-1,253937-0
259779-1,253950-0
259779-1,253924-2
259779-1,259761-1
259779-1,259682-0
259779-1,253923-1
259779-1,47592-16
259779-1,253920-0
259779-1,253934-1
259779-1,253891-1
259779-1,7297-144
259779-1,47470-0
259779-1,259781-0
259779-1,253907-2
259779-1,253933-0
259779-1,259782-2
259779-1,124924-2
259779-1,253937-2
259779-1,15116-129
259779-1,5682-128
259779-1,15115-128
259779-1,15115-129
259779-1,15116-130
259779-1,253907-0
259779-1,15516-130
259779-1,47507-16
259779-1,259761-4
259779-1,253907-4
259779-1,253918-2
259779-1,253934-0
259779-1,7317-144
259779-1,253913-2
259779-1,259584-1
259779-1,259761-2
259779-1,7336-144
259779-1,124924-1
259779-1,7335-144
259779-1,47467-0
259779-1,5660-129
259779-1,259772-1
259779-1,253915-2
259779-1,124923-0
259779-1,15113-129
259779-1,253891-0
259779-1,259782-0
259779-1,253900-0
259779-1,15514-130
259779-1,15115-130
259779-1,47593-16
259779-1,253949-0
259779-1,253926-0
259779-1,253900-2
259779-1,253899-1
259779-1,7367-144
259779-1,253891-2
259779-1,47468-2
259779-2,15117-129
259779-2,253926-1
259779-2,259772-2
259779-2,253928-1
259779-2,124898-1
259779-2,15496-130
259779-2,253923-1
259779-2,253918-0
259779-2,15116-128
259779-2,253890-1
259779-2,253907-4
259779-2,7200-128
259779-2,259761-2
259779-2,274142-144
259779-2,274161-128
259779-2,15116-129
259779-2,15115-128
259779-2,253910-1
259779-2,253917-1
259779-2,253907-0
259779-2,5660-130
259779-2,47520-16
259779-2,253935-0
259779-2,259761-3
259779-2,253913-2
259779-2,253937-2
259779-2,253891-0
259779-2,124712-1
259779-2,15113-129
259779-2,253918-1
259779-2,253914-1
259779-2,259779-0
259779-2,15115-129
259779-2,5660-128
259779-2,259753-16
259779-2,259584-1
259779-2,7336-144
259779-2,253922-0
259779-2,259782-0
259779-2,7335-144
259779-2,253899-0
259779-2,253900-0
259779-2,47593-16
259779-2,124712-0
259779-2,7385-144
259779-2,7313-144
259779-2,253919-1
259779-2,15114-130
259779-2,124713-2
259779-2,7316-144
259779-2,253895-1
259779-2,253915-2
259779-2,259782-2
259779-2,253923-2
