起始时间,网元/基站名称,小区,小区名称,RRC连接建立完成次数 (无),RRC连接请求次数（包括重发） (无),RRC建立成功率qf (%),E-RAB建立成功总次数 (无),E-RAB建立尝试总次数 (无),E-RAB建立成功率2 (%),eNodeB触发的E-RAB异常释放总次数 (无),小区切换出E-RAB异常释放总次数 (无),E-RAB掉线率(新) (%),无线接通率ay (%),eNodeB发起的S1 RESET导致的UE Context释放次数 (无),UE Context异常释放次数 (无),UE Context建立成功总次数 (无),无线掉线率 (%),eNodeB内异频切换出成功次数 (无),eNodeB内异频切换出尝试次数 (无),eNodeB内同频切换出成功次数 (无),eNodeB内同频切换出尝试次数 (无),eNodeB间异频切换出成功次数 (无),eNodeB间异频切换出尝试次数 (无),eNodeB间同频切换出成功次数 (无),eNodeB间同频切换出尝试次数 (无),eNB内切换成功率 (%),eNB间切换成功率 (%),同频切换成功率zsp (%),异频切换成功率zsp (%),切换成功率 (%),小区PDCP层所接收到的上行数据的总吞吐量 (比特),小区PDCP层所发送的下行数据的总吞吐量 (比特),RRC重建请求次数 (无),RRC连接重建比率 (%),通过重建回源小区的eNodeB间同频切换出执行成功次数 (无),通过重建回源小区的eNodeB间异频切换出执行成功次数 (无),通过重建回源小区的eNodeB内同频切换出执行成功次数 (无),通过重建回源小区的eNodeB内异频切换出执行成功次数 (无),eNB内切换出成功次数 (次),eNB内切换出请求次数 (次)
07/19/2020 00:00:00,B马梁沟-HLHF,"eNodeB名称=B马梁沟-HLHF, 本地小区标识=2, 小区名称=B马梁沟-HLHF-3, eNodeB标识=253910, 小区双工模式=CELL_TDD",B马梁沟-HLHF-3,18636,18675,0.998,17447,17452,1,25,0,0.001,1,0,24,16778,0.001,0,0,1385,1388,0,0,8769,8780,0.991,0.998,0.997,0,0.997,1426904112,11522383056,204,0.011,5,0,9,0,1376,1388
07/19/2020 00:00:00,B马梁沟-HLHF,"eNodeB名称=B马梁沟-HLHF, 本地小区标识=1, 小区名称=B马梁沟-HLHF-2, eNodeB标识=253910, 小区双工模式=CELL_TDD",B马梁沟-HLHF-2,7519,7525,0.999,6559,6560,1,4,0,0.001,1,0,4,6396,0.001,0,0,677,681,0,0,1583,1596,0.941,0.982,0.97,0,0.97,454806176,4051644304,89,0.012,16,0,36,0,641,681
07/19/2020 00:00:00,B马梁沟-HLHF,"eNodeB名称=B马梁沟-HLHF, 本地小区标识=0, 小区名称=B马梁沟-HLHF-1, eNodeB标识=253910, 小区双工模式=CELL_TDD",B马梁沟-HLHF-1,13670,13684,0.999,13082,13084,1,9,0,0.001,1,0,10,12783,0.001,0,0,1284,1297,0,0,7940,7943,0.967,0.999,0.994,0,0.994,1876042472,12667940008,110,0.008,5,0,30,0,1254,1297
07/17/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=2, 小区名称=B马梁沟社区-HLHF-3, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-3,7215,7232,0.998,6394,6407,0.998,19,0,0.003,0.997,0,21,6267,0.003,0,0,1678,1682,0,0,5215,5252,0.997,0.992,0.994,0,0.994,623701968,4678535192,326,0.043,3,0,1,0,1677,1682
07/17/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=1, 小区名称=B马梁沟社区-HLHF-2, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-2,45905,45990,0.998,41705,41715,1,107,0,0.003,1,0,110,40188,0.003,0,0,2298,2301,0,0,14716,14727,0.997,0.998,0.998,0,0.998,4405318040,36395235712,136,0.003,16,0,3,0,2295,2301
07/17/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=0, 小区名称=B马梁沟社区-HLHF-1, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-1,16259,16295,0.998,15328,15328,1,25,0,0.002,0.999,0,23,14747,0.002,0,0,5507,5511,0,0,11594,11596,0.999,0.999,0.999,0,0.999,1427849784,10342558408,237,0.014,5,0,0,0,5507,5511
07/18/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=2, 小区名称=B马梁沟社区-HLHF-3, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-3,7153,7175,0.997,6418,6425,0.999,11,0,0.002,0.998,0,11,6273,0.002,0,0,1517,1525,0,0,4233,4258,0.995,0.993,0.994,0,0.994,494969648,3102426216,292,0.039,3,0,0,0,1517,1525
07/18/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=1, 小区名称=B马梁沟社区-HLHF-2, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-2,38142,38246,0.997,33725,33730,1,65,0,0.002,1,0,68,32487,0.002,0,0,1263,1265,4,4,12343,12351,0.998,0.997,0.997,1,0.997,3112621328,24928587744,251,0.007,28,0,1,0,1262,1265
07/18/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=0, 小区名称=B马梁沟社区-HLHF-1, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-1,13418,13456,0.997,12403,12405,1,19,0,0.002,0.999,0,19,12102,0.002,0,0,4084,4084,0,0,10472,10480,1,0.999,0.999,0,0.999,1617592944,18711889832,338,0.025,4,0,0,0,4084,4084
07/19/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=2, 小区名称=B马梁沟社区-HLHF-3, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-3,5312,5335,0.996,4591,4601,0.998,8,0,0.002,0.997,0,8,4429,0.002,0,0,1256,1259,0,0,4462,4489,0.997,0.994,0.995,0,0.995,477670984,3088508696,242,0.044,0,0,1,0,1255,1259
07/19/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=1, 小区名称=B马梁沟社区-HLHF-2, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-2,39359,39430,0.998,35410,35415,1,35,0,0.001,1,0,35,34268,0.001,0,0,1662,1665,2,2,19795,19827,0.998,0.996,0.996,1,0.996,3378513432,28550314960,209,0.005,40,0,1,0,1661,1665
07/19/2020 00:00:00,B马梁沟社区-HLHF,"eNodeB名称=B马梁沟社区-HLHF, 本地小区标识=0, 小区名称=B马梁沟社区-HLHF-1, eNodeB标识=253911, 小区双工模式=CELL_TDD",B马梁沟社区-HLHF-1,13004,13044,0.997,12074,12076,1,19,0,0.002,0.999,0,18,11841,0.002,0,0,4372,4373,0,0,10541,10546,1,0.999,0.999,0,0.999,2270379904,14734011192,248,0.019,4,0,1,0,4371,4373
07/17/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=2, 小区名称=B马龙山街-HLHF-3, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-3,54285,54360,0.999,51154,51158,1,53,0,0.001,1,0,51,48749,0.001,0,0,6034,6037,497,500,13572,13585,0.999,0.999,0.999,0.994,0.999,7487163536,41125755432,188,0.003,5,0,2,0,6032,6037
07/17/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=1, 小区名称=B马龙山街-HLHF-2, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-2,69651,69763,0.998,67574,67580,1,72,0,0.001,1,0,67,62513,0.001,0,0,4916,4916,160,173,8657,8662,0.999,0.996,0.999,0.896,0.997,6087788328,58738040072,269,0.004,12,5,3,0,4913,4916
07/17/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=0, 小区名称=B马龙山街-HLHF-1, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-1,22268,22310,0.998,21029,21033,1,45,0,0.002,1,0,42,19705,0.002,0,0,3447,3448,155,159,4848,4853,1,0.998,0.999,0.969,0.999,1838343344,20769010736,82,0.004,0,1,0,0,3447,3448
07/18/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=2, 小区名称=B马龙山街-HLHF-3, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-3,52687,52749,0.999,49552,49555,1,72,0,0.001,1,0,64,47353,0.001,0,0,6228,6229,604,629,20836,20861,1,0.995,0.999,0.897,0.996,5850108872,43266790440,263,0.005,10,40,0,0,6228,6229
07/18/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=1, 小区名称=B马龙山街-HLHF-2, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-2,70317,70432,0.998,66033,66038,1,59,0,0.001,1,0,57,62048,0.001,0,0,4881,4884,159,178,9729,9732,0.998,0.997,0.999,0.876,0.998,6459857392,44327201072,346,0.005,3,3,5,0,4876,4884
07/18/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=0, 小区名称=B马龙山街-HLHF-1, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-1,31297,31350,0.998,29737,29741,1,36,0,0.001,0.999,0,32,27985,0.001,0,0,4049,4051,272,277,7493,7496,1,0.999,0.999,0.982,0.999,2565997424,23905173096,103,0.003,3,0,0,0,4049,4051
07/19/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=2, 小区名称=B马龙山街-HLHF-3, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-3,57287,57349,0.999,55214,55217,1,58,0,0.001,1,0,57,51805,0.001,0,0,4644,4649,714,720,22000,22013,0.999,0.998,0.999,0.976,0.998,4396838656,35088679600,233,0.004,14,11,0,0,4644,4649
07/19/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=1, 小区名称=B马龙山街-HLHF-2, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-2,54085,54164,0.999,50505,50513,1,36,0,0.001,1,0,36,48147,0.001,0,0,3440,3444,133,139,9563,9572,0.998,0.997,0.998,0.935,0.997,5380088912,37030787176,299,0.005,7,3,4,0,3436,3444
07/19/2020 00:00:00,B马龙山街-HLHF,"eNodeB名称=B马龙山街-HLHF, 本地小区标识=0, 小区名称=B马龙山街-HLHF-1, eNodeB标识=253912, 小区双工模式=CELL_TDD",B马龙山街-HLHF-1,33110,33157,0.999,31182,31186,1,51,0,0.002,1,0,46,29544,0.002,0,0,4792,4795,285,286,7183,7189,0.998,0.998,0.999,0.983,0.998,2933817824,28420345248,116,0.003,3,4,5,0,4787,4795
07/17/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=2, 小区名称=B马毛沟-HLHF-3, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-3,26239,26310,0.997,22720,22727,1,34,0,0.001,0.999,0,36,21467,0.002,0,0,4310,4314,35,35,10057,10076,0.999,0.997,0.998,1,0.998,1754327648,23746640152,249,0.009,9,0,1,0,4309,4314
07/17/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=1, 小区名称=B马毛沟-HLHF-2, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-2,50878,51024,0.997,45874,45883,1,55,0,0.001,0.999,0,53,44753,0.001,0,0,3879,3882,117,117,17685,17756,0.999,0.995,0.996,1,0.996,3765027472,34219987424,2139,0.04,15,0,1,0,3878,3882
07/17/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=0, 小区名称=B马毛沟-HLHF-1, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-1,18778,18835,0.997,16814,16822,1,39,0,0.002,0.999,0,39,16105,0.002,0,0,562,562,193,194,4483,4483,0.998,1,1,0.995,0.999,1613447624,14124659120,29,0.002,1,0,1,0,561,562
07/18/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=2, 小区名称=B马毛沟-HLHF-3, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-3,27165,27244,0.997,22497,22504,1,33,0,0.001,0.999,0,34,21401,0.002,0,0,2627,2627,28,29,11303,11335,1,0.994,0.995,0.966,0.995,1762940448,16863561608,289,0.011,34,0,1,0,2626,2627
07/18/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=1, 小区名称=B马毛沟-HLHF-2, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-2,55443,55587,0.997,49457,49463,1,73,0,0.001,1,0,72,48418,0.001,0,0,2183,2183,79,79,21235,21311,1,0.996,0.997,0.962,0.996,5044681560,35238236328,884,0.016,6,3,0,0,2183,2183
07/18/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=0, 小区名称=B马毛沟-HLHF-1, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-1,20884,20927,0.998,19322,19327,1,24,0,0.001,1,0,24,18025,0.001,0,0,672,672,279,279,6601,6606,0.997,0.999,0.999,0.996,0.999,2374459648,15954354776,53,0.003,3,1,2,0,670,672
07/19/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=2, 小区名称=B马毛沟-HLHF-3, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-3,29311,29419,0.996,25941,25945,1,29,0,0.001,0.999,0,30,24708,0.001,0,0,5583,5587,8,8,10507,10524,0.999,0.998,0.998,0.875,0.998,2679565448,28273896672,240,0.008,4,1,3,0,5580,5587
07/19/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=1, 小区名称=B马毛沟-HLHF-2, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-2,76523,76693,0.998,73939,73957,1,72,0,0.001,0.999,0,64,70935,0.001,0,0,5110,5112,88,89,22961,23053,0.999,0.995,0.996,0.966,0.996,7229066832,70774363072,1020,0.013,21,2,1,0,5109,5112
07/19/2020 00:00:00,B马毛沟-HLHF,"eNodeB名称=B马毛沟-HLHF, 本地小区标识=0, 小区名称=B马毛沟-HLHF-1, eNodeB标识=259682, 小区双工模式=CELL_TDD",B马毛沟-HLHF-1,14909,14937,0.998,14025,14028,1,9,0,0.001,1,0,8,13358,0.001,0,0,761,762,167,169,3531,3535,0.996,0.997,0.998,0.982,0.997,1737741728,26706600712,89,0.006,3,1,2,0,759,762
07/17/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=5, 小区名称=B马毛沟棚户区-HLHD-6, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-6,106262,106435,0.998,99971,100022,0.999,104,0,0.001,0.999,0,76,95007,0.001,4751,4752,11831,11839,5796,5808,0,0,0.999,0.997,0.999,0.998,0.998,9460285632,73020028904,479,0.004,0,7,5,1,16576,16591
07/17/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=4, 小区名称=B马毛沟棚户区-HLHD-5, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-5,75863,75994,0.998,72276,72295,1,136,0,0.002,0.999,0,109,68533,0.002,2274,2274,12460,12481,1354,1356,0,0,0.997,0.999,0.996,0.999,0.997,4693867192,33720085616,3539,0.045,0,0,24,0,14710,14755
07/17/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=3, 小区名称=B马毛沟棚户区-HLHD-4, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-4,7647,7648,1,7561,7564,1,0,0,0,1,0,0,7447,0,400,400,708,712,376,376,0,0,0.995,1,0.994,0.997,0.996,330064136,1567335544,9,0.001,0,0,0,2,1106,1112
07/17/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=2, 小区名称=B马毛沟棚户区-HLHF-3, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-3,81885,82214,0.996,73864,74008,0.998,77,0,0.001,0.996,0,76,72454,0.001,3033,3047,474,475,0,0,4723,4746,0.994,0.992,0.993,0.993,0.993,8565990912,89670077024,134,0.002,14,0,0,6,3501,3522
07/17/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=1, 小区名称=B马毛沟棚户区-HLHF-2, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-2,103867,104059,0.998,93780,93825,1,149,0,0.002,0.999,0,146,89167,0.002,2076,2089,429,430,0,0,15369,15428,0.984,0.995,0.995,0.981,0.994,8637292784,69405735432,824,0.008,12,0,1,26,2478,2519
07/17/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=0, 小区名称=B马毛沟棚户区-HLHF-1, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-1,11587,11617,0.997,12450,12452,1,12,0,0.001,1,0,12,10858,0.001,166,169,71,71,0,0,4745,4768,0.988,0.995,0.995,0.982,0.995,918545768,6021837840,79,0.007,1,0,0,0,237,240
07/18/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=5, 小区名称=B马毛沟棚户区-HLHD-6, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-6,90625,90831,0.998,83406,83478,0.999,140,0,0.002,0.998,0,117,79738,0.001,4561,4563,7780,7786,5926,5943,0,0,0.999,0.997,0.998,0.998,0.998,7193097808,61322730968,535,0.006,0,3,6,2,12333,12349
07/18/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=4, 小区名称=B马毛沟棚户区-HLHD-5, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-5,69500,69625,0.998,66172,66183,1,103,0,0.002,0.999,0,89,62919,0.001,2468,2470,8262,8269,1389,1409,0,0,0.998,0.982,0.999,0.991,0.996,5235862120,33408140168,329,0.005,0,5,5,6,10719,10738
07/18/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=3, 小区名称=B马毛沟棚户区-HLHD-4, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-4,6413,6420,0.999,6386,6388,1,5,0,0.001,1,0,5,6249,0.001,464,466,758,758,321,326,0,0,0.998,0.985,1,0.991,0.995,266857864,1575958008,11,0.002,0,0,0,0,1222,1224
07/18/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=2, 小区名称=B马毛沟棚户区-HLHF-3, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-3,72926,73082,0.998,66275,66345,0.999,98,0,0.001,0.999,0,94,64549,0.001,2783,2792,298,298,0,0,5897,5916,0.995,0.996,0.996,0.995,0.995,7848636264,69144444520,105,0.001,7,0,0,6,3075,3090
07/18/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=1, 小区名称=B马毛沟棚户区-HLHF-2, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-2,99791,99937,0.999,92098,92115,1,104,0,0.001,1,0,130,86874,0.001,2126,2175,255,255,0,0,16392,16457,0.974,0.995,0.995,0.971,0.992,8464666800,71060790976,473,0.005,24,0,0,15,2366,2430
07/18/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=0, 小区名称=B马毛沟棚户区-HLHF-1, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-1,12308,12353,0.996,13034,13034,1,11,0,0.001,1,0,11,11606,0.001,210,214,71,71,0,0,4289,4321,0.958,0.992,0.992,0.944,0.99,803968176,5986554880,97,0.008,1,0,0,8,273,285
07/19/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=5, 小区名称=B马毛沟棚户区-HLHD-6, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-6,102088,102301,0.998,95113,95195,0.999,161,0,0.002,0.998,0,112,91144,0.001,4712,4715,10758,10764,5971,5981,0,0,0.999,0.998,0.999,0.998,0.999,8115881112,66103310792,420,0.004,0,2,6,2,15462,15479
07/19/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=4, 小区名称=B马毛沟棚户区-HLHD-5, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-5,70566,70673,0.998,66540,66547,1,68,0,0.001,1,0,57,63751,0.001,2412,2414,11161,11173,1485,1485,0,0,0.998,0.999,0.998,0.999,0.998,7527290632,45219699816,415,0.006,0,1,10,0,13563,13587
07/19/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=3, 小区名称=B马毛沟棚户区-HLHD-4, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHD-4,5767,5772,0.999,5582,5584,1,1,0,0,0.999,0,2,5491,0,382,383,592,593,313,314,0,0,0.998,0.997,0.998,0.997,0.998,249910432,1345842072,4,0.001,0,0,0,0,974,976
07/19/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=2, 小区名称=B马毛沟棚户区-HLHF-3, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-3,67173,67491,0.995,62662,62777,0.998,62,0,0.001,0.996,0,52,60967,0.001,2856,2865,265,266,0,0,3000,3034,0.996,0.983,0.984,0.996,0.99,7162074328,76642950296,147,0.002,17,0,0,2,3119,3131
07/19/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=1, 小区名称=B马毛沟棚户区-HLHF-2, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-2,105961,106224,0.998,100170,100194,1,111,0,0.001,0.999,0,100,94513,0.001,2139,2212,189,189,0,0,15877,15925,0.963,0.994,0.994,0.962,0.99,11047740392,87519683696,558,0.005,41,0,3,12,2313,2401
07/19/2020 00:00:00,B马毛沟棚户区-HLHF,"eNodeB名称=B马毛沟棚户区-HLHF, 本地小区标识=0, 小区名称=B马毛沟棚户区-HLHF-1, eNodeB标识=259761, 小区双工模式=CELL_TDD",B马毛沟棚户区-HLHF-1,10553,10583,0.997,10669,10669,1,13,0,0.001,1,0,13,9931,0.001,197,198,91,91,0,0,3997,4012,0.997,0.996,0.996,0.995,0.996,947493944,4567943328,73,0.007,0,0,0,0,288,289
07/17/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=5, 小区名称=B马煤气化三期-HLHD-6, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHD-6,9054,9060,0.999,9098,9098,1,2,0,0,1,0,1,8636,0,1733,1733,1005,1008,108,109,0,0,0.999,0.991,0.997,0.999,0.999,689709408,4806827264,12,0.001,0,0,0,0,2738,2741
07/17/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=4, 小区名称=B马煤气化三期-HLHD-5, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHD-5,13555,13560,1,13348,13349,1,1,0,0,1,0,2,12922,0,765,765,1198,1200,86,89,0,0,0.999,0.966,0.998,0.996,0.998,957902480,10955368240,26,0.002,0,0,0,0,1963,1965
07/17/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=3, 小区名称=B马煤气化三期-HLHD-4, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHD-4,986,986,1,974,974,1,4,0,0.004,1,0,4,929,0.004,182,182,197,197,5,5,0,0,1,1,1,1,1,123117496,583801152,7,0.007,0,0,0,0,379,379
07/17/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=2, 小区名称=B马煤气化三期-HLHF-3, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHF-3,13518,13548,0.998,12593,12596,1,20,0,0.002,0.999,0,20,12427,0.002,72,73,756,761,1,1,3495,3508,0.993,0.98,0.983,0.986,0.983,2450889592,20283562408,181,0.013,56,0,0,0,828,834
07/17/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=1, 小区名称=B马煤气化三期-HLHF-2, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHF-2,38571,38634,0.998,37860,37860,1,9,0,0,1,0,9,36192,0,995,1002,673,673,170,170,3038,3045,0.995,0.997,0.998,0.992,0.996,4034086952,33064272376,85,0.002,2,0,0,2,1666,1675
07/17/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=0, 小区名称=B马煤气化三期-HLHF-1, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHF-1,2258,2259,1,2077,2079,0.999,2,0,0.001,0.999,0,2,1914,0.001,90,90,34,34,2,2,311,312,1,0.994,0.994,1,0.995,106562496,958839512,26,0.011,1,0,0,0,124,124
07/18/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=5, 小区名称=B马煤气化三期-HLHD-6, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHD-6,12969,12975,1,13022,13026,1,0,0,0,1,0,0,12529,0,2511,2513,1685,1687,152,152,0,0,0.999,0.993,0.999,0.999,0.999,922528656,6820885952,7,0.001,0,1,0,0,4196,4200
07/18/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=4, 小区名称=B马煤气化三期-HLHD-5, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHD-5,24875,24888,0.999,25076,25076,1,3,0,0,1,0,4,23560,0,1766,1767,2289,2290,95,95,0,0,0.999,1,0.999,0.999,0.999,2059968240,17434105424,35,0.001,0,0,1,0,4054,4057
07/18/2020 00:00:00,B马煤气化三期-HLHF,"eNodeB名称=B马煤气化三期-HLHF, 本地小区标识=3, 小区名称=B马煤气化三期-HLHD-4, eNodeB标识=259627, 小区双工模式=CELL_TDD",B马煤气化三期-HLHD-4,1494,1494,1,1461,1461,1,2,0,0.001,1,0,2,1408,0.001,268,268,486,490,12,12,0,0,0.995,1,0.992,1,0.995,236653744,2561640496,4,0.003,0,0,0,0,754,758
